DATE,STATION_ID,CLASS,DEPTH_M,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY,LAT,LON
1991-07-25,A1,Surface,1.0,7.0,22.0,30.0,40.80333333333333,-73.82666666666667
1991-07-25,A1,Bottom,26.0,2.7,18.0,30.0,40.80333333333333,-73.82666666666667
1991-07-25,A2M,Surface,1.0,3.2,18.5,20.0,40.80166666666666,-73.78333333333333
1991-07-25,A2M,Bottom,35.0,2.8,17.8,20.0,40.80166666666666,-73.78333333333333
1991-07-25,A3,Surface,1.0,5.0,18.5,24.0,40.84166666666667,-73.755
1991-07-25,A3,Bottom,20.4,2.5,18.0,24.0,40.84166666666667,-73.755
1991-07-25,A4,Surface,1.0,6.1,19.0,24.5,40.87638888888889,-73.735
1991-07-25,A4,Bottom,25.8,2.3,18.0,24.0,40.87638888888889,-73.735
1991-07-25,H-D,Surface,1.0,5.2,23.0,31.0,40.845,-73.66000000000001
1991-07-25,H-D,Bottom,6.3,1.8,21.5,30.0,40.845,-73.66000000000001
1991-07-25,H-C,Surface,1.0,8.5,22.5,31.0,40.865,-73.67500000000001
1991-07-25,H-C,Bottom,8.1,1.5,21.0,30.0,40.865,-73.67500000000001
1991-07-25,H-C1,Surface,1.0,6.8,21.5,26.0,40.88666666666666,-73.69500000000001
1991-07-25,H-C1,Bottom,16.1,3.8,21.0,26.0,40.88666666666666,-73.69500000000001
1991-07-25,A5,Surface,1.0,6.0,21.0,26.0,40.89833333333333,-73.68666666666667
1991-07-25,A5,Bottom,13.6,2.0,20.0,25.0,40.89833333333333,-73.68666666666667
1991-07-25,H-B,Surface,1.0,3.5,20.5,26.0,40.91333333333333,-73.715
1991-07-25,H-B,Bottom,12.4,2.4,20.0,26.0,40.91333333333333,-73.715
1991-07-25,H-A3,Surface,1.0,4.0,20.5,26.0,40.92333333333333,-73.72
1991-07-25,H-A3,Bottom,7.5,2.8,20.0,26.0,40.92333333333333,-73.72
1991-07-25,H-A2,Surface,1.0,4.2,19.5,26.5,40.928333,-73.723333
1991-07-25,H-A2,Bottom,6.3,2.7,19.5,26.5,40.928333,-73.723333
1991-07-25,H-A1,Surface,1.0,4.4,20.5,26.0,40.926667,-73.723333
1991-07-25,H-A1,Bottom,4.5,2.4,20.5,26.0,40.926667,-73.723333
1991-07-25,H-A,Surface,1.0,4.1,21.0,26.0,40.921667,-73.725
1991-07-25,H-A,Bottom,3.2,3.0,20.5,26.0,40.921667,-73.725
1991-07-25,MilH,Surface,1.0,3.5,20.5,26.0,40.943889,-73.699722
1991-07-25,MilH,Bottom,2.7,2.6,20.0,25.0,40.943889,-73.699722
1991-07-25,MamH,Surface,1.0,4.2,21.0,26.0,40.940833,-73.715278
1991-07-25,MamH,Bottom,3.2,2.5,20.5,26.0,40.940833,-73.715278
1991-07-31,A1,Surface,1.0,3.5,22.0,26.0,40.80333333333333,-73.82666666666667
1991-07-31,A1,Bottom,24.3,3.2,22.0,26.0,40.80333333333333,-73.82666666666667
1991-07-31,A2M,Surface,1.0,3.7,22.0,26.0,40.80166666666666,-73.78333333333333
1991-07-31,A2M,Bottom,30.5,2.0,21.5,26.5,40.80166666666666,-73.78333333333333
1991-07-31,A3,Surface,1.0,5.4,22.0,26.0,40.84166666666667,-73.755
1991-07-31,A3,Bottom,25.0,3.0,21.5,26.0,40.84166666666667,-73.755
1991-07-31,A4,Surface,1.0,5.8,22.0,26.0,40.87638888888889,-73.735
1991-07-31,A4,Bottom,25.8,4.2,22.0,26.0,40.87638888888889,-73.735
1991-07-31,H-D,Surface,1.0,5.8,22.5,26.5,40.845,-73.66000000000001
1991-07-31,H-D,Bottom,5.5,2.3,22.0,26.0,40.845,-73.66000000000001
1991-07-31,H-C,Surface,1.0,7.5,22.5,26.5,40.865,-73.67500000000001
1991-07-31,H-C,Bottom,6.3,2.0,22.0,26.5,40.865,-73.67500000000001
1991-07-31,H-C1,Surface,1.0,8.5,22.5,26.5,40.88666666666666,-73.69500000000001
1991-07-31,H-C1,Bottom,11.2,2.8,21.0,26.0,40.88666666666666,-73.69500000000001
1991-07-31,A5,Surface,1.0,8.5,22.5,26.5,40.89833333333333,-73.68666666666667
1991-07-31,A5,Bottom,11.2,4.0,21.0,26.0,40.89833333333333,-73.68666666666667
1991-07-31,H-B,Surface,1.0,7.4,22.5,27.0,40.91333333333333,-73.715
1991-07-31,H-B,Bottom,9.3,3.8,21.0,26.5,40.91333333333333,-73.715
1991-07-31,H-A3,Surface,1.0,6.2,22.0,27.0,40.92333333333333,-73.72
1991-07-31,H-A3,Bottom,3.6,5.6,22.0,27.0,40.92333333333333,-73.72
1991-07-31,H-A2,Surface,1.0,7.0,23.0,27.0,40.928333,-73.723333
1991-07-31,H-A2,Bottom,4.4,5.0,22.5,27.0,40.928333,-73.723333
1991-07-31,H-A1,Surface,1.0,6.2,22.5,27.0,40.926667,-73.723333
1991-07-31,H-A1,Bottom,3.9,5.3,22.5,27.0,40.926667,-73.723333
1991-07-31,H-A,Surface,1.0,7.0,23.0,27.0,40.921667,-73.725
1991-07-31,H-A,Bottom,2.7,5.6,22.5,27.0,40.921667,-73.725
1991-07-31,MilH,Surface,1.0,5.5,23.5,27.0,40.943889,-73.699722
1991-07-31,MilH,Bottom,1.7,5.3,23.0,26.0,40.943889,-73.699722
1991-07-31,MamH,Surface,1.0,7.0,23.0,26.5,40.940833,-73.715278
1991-07-31,MamH,Bottom,5.1,6.2,23.0,26.5,40.940833,-73.715278
1991-08-01,B4,Surface,1.0,9.2,23.0,27.0,40.90666666666667,-73.635
1991-08-01,B4,Bottom,8.1,3.0,22.0,26.5,40.90666666666667,-73.635
1991-08-01,B3M,Surface,1.0,10.0,23.0,27.0,40.91999999999999,-73.64500000000001
1991-08-01,B3M,Bottom,14.8,1.5,21.0,26.0,40.91999999999999,-73.64500000000001
1991-08-01,B2,Surface,1.0,8.4,23.0,27.0,40.935,-73.65333333333334
1991-08-01,B2,Bottom,15.4,1.8,20.5,26.5,40.935,-73.65333333333334
1991-08-01,B1S,Surface,1.0,5.8,22.0,27.0,40.94499999999999,-73.66666666666667
1991-08-01,B1S,Bottom,9.9,3.2,21.0,26.5,40.94499999999999,-73.66666666666667
1991-08-01,C1,Surface,1.0,7.8,23.0,27.5,40.955,-73.58
1991-08-01,C2,Bottom,34.0,3.0,21.0,26.0,40.985,-73.5
1991-08-01,C1,Bottom,18.1,1.6,21.0,26.0,40.955,-73.58
1991-08-01,C2,Surface,1.0,7.0,23.0,27.0,40.985,-73.5
1991-08-05,B4,Surface,1.0,8.2,22.5,,40.90666666666667,-73.635
1991-08-05,B4,Bottom,3.8,7.2,22.5,26.0,40.90666666666667,-73.635
1991-08-05,B3M,Surface,1.0,8.6,22.5,29.0,40.91999999999999,-73.64500000000001
1991-08-05,B3M,Bottom,16.7,2.0,21.0,28.0,40.91999999999999,-73.64500000000001
1991-08-05,B2,Surface,1.0,8.5,23.0,29.0,40.935,-73.65333333333334
1991-08-05,B2,Bottom,20.0,2.0,21.0,28.5,40.935,-73.65333333333334
1991-08-05,B1S,Surface,1.0,6.8,22.5,28.5,40.94499999999999,-73.66666666666667
1991-08-05,B1S,Bottom,12.4,2.0,21.5,28.0,40.94499999999999,-73.66666666666667
1991-08-05,C1,Surface,1.0,7.0,23.0,29.0,40.955,-73.58
1991-08-05,C1,Bottom,18.5,2.0,21.0,28.0,40.955,-73.58
1991-08-05,C2,Surface,1.0,7.5,23.5,29.0,40.985,-73.5
1991-08-05,C2,Bottom,32.5,2.5,21.0,28.0,40.985,-73.5
1991-08-05,D1,Surface,1.0,6.4,23.0,29.0,41.035,-73.431667
1991-08-05,D1,Bottom,23.4,3.2,21.5,28.0,41.035,-73.431667
1991-08-05,D2,Surface,1.0,7.5,23.0,28.0,41.015,-73.421667
1991-08-05,D2,Bottom,25.2,3.2,21.0,27.0,41.015,-73.421667
1991-08-05,D3M,Surface,1.0,7.5,23.0,28.0,40.983333,-73.406667
1991-08-05,D3M,Bottom,11.2,7.0,21.0,26.5,40.983333,-73.406667
1991-08-05,D4,Surface,1.0,7.0,23.0,27.0,40.968333,-73.398333
1991-08-05,D4,Bottom,12.4,6.0,22.0,26.5,40.968333,-73.398333
1991-08-06,A1,Surface,1.0,3.8,22.0,26.5,40.80333333333333,-73.82666666666667
1991-08-06,A1,Bottom,21.5,3.4,22.0,26.5,40.80333333333333,-73.82666666666667
1991-08-06,A2M,Surface,1.0,4.0,22.0,27.0,40.80166666666666,-73.78333333333333
1991-08-06,A2M,Bottom,8.1,3.4,22.0,26.0,40.80166666666666,-73.78333333333333
1991-08-06,A3,Surface,1.0,5.6,22.5,26.5,40.84166666666667,-73.755
1991-08-06,A3,Bottom,8.7,3.8,22.0,26.0,40.84166666666667,-73.755
1991-08-06,A4,Surface,1.0,7.2,22.0,27.0,40.87638888888889,-73.735
1991-08-06,A4,Bottom,5.4,4.8,22.0,26.5,40.87638888888889,-73.735
1991-08-06,H-D,Surface,1.0,8.8,24.0,27.0,40.845,-73.66000000000001
1991-08-06,H-D,Bottom,4.5,5.0,23.0,27.0,40.845,-73.66000000000001
1991-08-06,H-C,Surface,1.0,8.4,23.0,27.0,40.865,-73.67500000000001
1991-08-06,H-C,Bottom,8.7,8.0,23.0,27.0,40.865,-73.67500000000001
1991-08-06,H-C1,Surface,1.0,9.2,23.0,27.0,40.88666666666666,-73.69500000000001
1991-08-06,H-C1,Bottom,11.2,1.8,21.0,26.0,40.88666666666666,-73.69500000000001
1991-08-06,A5,Surface,1.0,9.4,23.5,27.0,40.89833333333333,-73.68666666666667
1991-08-06,A5,Bottom,11.2,1.0,21.0,26.0,40.89833333333333,-73.68666666666667
1991-08-06,H-B,Surface,1.0,9.6,23.0,27.0,40.91333333333333,-73.715
1991-08-06,H-B,Bottom,12.4,1.4,21.0,26.0,40.91333333333333,-73.715
1991-08-06,H-A3,Surface,1.0,8.0,22.0,26.5,40.92333333333333,-73.72
1991-08-06,H-A3,Bottom,8.1,2.4,21.0,26.5,40.92333333333333,-73.72
1991-08-06,H-A2,Surface,1.0,6.4,22.0,26.5,40.928333,-73.723333
1991-08-06,H-A2,Bottom,3.4,2.4,21.0,26.5,40.928333,-73.723333
1991-08-06,H-A1,Surface,1.0,7.2,22.0,27.0,40.926667,-73.723333
1991-08-06,H-A1,Bottom,3.9,5.2,21.0,26.5,40.926667,-73.723333
1991-08-06,H-A,Surface,1.0,5.2,21.5,27.0,40.921667,-73.725
1991-08-06,H-A,Bottom,4.5,3.8,21.0,26.5,40.921667,-73.725
1991-08-06,MilH,Surface,1.0,7.6,23.5,27.0,40.943889,-73.699722
1991-08-06,MilH,Bottom,2.0,5.0,22.5,27.0,40.943889,-73.699722
1991-08-06,MamH,Surface,1.0,5.5,22.5,27.0,40.940833,-73.715278
1991-08-06,MamH,Bottom,2.7,4.0,22.0,27.0,40.940833,-73.715278
1991-08-12,B4,Surface,1.0,,23.0,27.0,40.90666666666667,-73.635
1991-08-12,B4,Bottom,2.7,6.8,22.5,27.0,40.90666666666667,-73.635
1991-08-12,B3M,Surface,1.0,8.9,23.0,,40.91999999999999,-73.64500000000001
1991-08-12,B3M,Bottom,14.8,1.9,20.5,,40.91999999999999,-73.64500000000001
1991-08-12,B2,Surface,1.0,9.0,22.5,27.0,40.935,-73.65333333333334
1991-08-12,B2,Bottom,16.1,2.5,20.5,27.5,40.935,-73.65333333333334
1991-08-12,B1S,Surface,1.0,9.6,22.0,27.0,40.94499999999999,-73.66666666666667
1991-08-12,B1S,Bottom,11.8,2.4,20.5,27.0,40.94499999999999,-73.66666666666667
1991-08-12,C1,Surface,1.0,7.8,20.0,27.5,40.955,-73.58
1991-08-12,C1,Bottom,18.8,3.0,21.0,27.0,40.955,-73.58
1991-08-12,C2,Surface,1.0,8.1,22.0,28.0,40.985,-73.5
1991-08-12,C2,Bottom,28.3,4.0,20.5,27.5,40.985,-73.5
1991-08-12,D1,Surface,1.0,11.8,,28.0,41.035,-73.431667
1991-08-12,D1,Bottom,25.8,4.1,,28.0,41.035,-73.431667
1991-08-12,D2,Surface,1.0,8.0,22.5,28.0,41.015,-73.421667
1991-08-12,D2,Bottom,22.0,3.9,22.0,28.0,41.015,-73.421667
1991-08-12,D3M,Surface,1.0,7.5,22.0,28.0,40.983333,-73.406667
1991-08-12,D3M,Bottom,11.8,5.0,21.0,28.0,40.983333,-73.406667
1991-08-12,D4,Surface,1.0,7.3,22.0,28.0,40.968333,-73.398333
1991-08-12,D4,Bottom,13.6,6.8,21.5,28.0,40.968333,-73.398333
1991-08-13,A1,Surface,1.0,3.7,22.0,26.0,40.80333333333333,-73.82666666666667
1991-08-13,A1,Bottom,14.2,3.4,22.0,26.0,40.80333333333333,-73.82666666666667
1991-08-13,A2M,Surface,1.0,4.2,21.5,26.5,40.80166666666666,-73.78333333333333
1991-08-13,A2M,Bottom,23.4,3.0,21.5,27.0,40.80166666666666,-73.78333333333333
1991-08-13,A3,Surface,1.0,5.7,22.0,26.5,40.84166666666667,-73.755
1991-08-13,A3,Bottom,8.8,3.2,21.0,27.0,40.84166666666667,-73.755
1991-08-13,A4,Surface,1.0,5.3,22.5,26.5,40.87638888888889,-73.735
1991-08-13,A4,Bottom,9.4,4.4,22.5,26.5,40.87638888888889,-73.735
1991-08-13,H-D,Surface,1.0,6.8,24.0,27.0,40.845,-73.66000000000001
1991-08-13,H-D,Bottom,2.7,5.8,23.0,27.0,40.845,-73.66000000000001
1991-08-13,H-C,Surface,1.0,5.7,23.0,27.0,40.865,-73.67500000000001
1991-08-13,H-C,Bottom,6.3,5.1,22.0,26.5,40.865,-73.67500000000001
1991-08-13,H-C1,Surface,1.0,3.4,23.0,26.5,40.88666666666666,-73.69500000000001
1991-08-13,H-C1,Bottom,8.8,2.7,21.5,26.5,40.88666666666666,-73.69500000000001
1991-08-13,A5,Surface,1.0,8.4,23.3,27.0,40.89833333333333,-73.68666666666667
1991-08-13,A5,Bottom,10.0,,21.5,26.5,40.89833333333333,-73.68666666666667
1991-08-13,H-B,Surface,1.0,8.3,22.5,27.0,40.91333333333333,-73.715
1991-08-13,H-B,Bottom,11.5,2.2,21.5,27.0,40.91333333333333,-73.715
1991-08-13,H-A3,Surface,1.0,6.0,22.0,27.0,40.92333333333333,-73.72
1991-08-13,H-A3,Bottom,8.9,3.2,21.5,27.0,40.92333333333333,-73.72
1991-08-13,H-A2,Surface,1.0,5.0,23.0,27.0,40.928333,-73.723333
1991-08-13,H-A2,Bottom,2.7,4.9,22.0,27.0,40.928333,-73.723333
1991-08-13,H-A1,Surface,1.0,5.9,22.5,27.0,40.926667,-73.723333
1991-08-13,H-A1,Bottom,4.2,4.7,22.0,27.0,40.926667,-73.723333
1991-08-13,H-A,Surface,1.0,5.0,23.0,27.0,40.921667,-73.725
1991-08-13,H-A,Bottom,8.1,3.3,22.0,27.0,40.921667,-73.725
1991-08-13,MilH,Surface,1.0,5.7,24.0,27.0,40.943889,-73.699722
1991-08-13,MilH,Bottom,2.0,5.1,23.0,27.0,40.943889,-73.699722
1991-08-13,MamH,Surface,1.0,5.1,23.0,26.5,40.940833,-73.715278
1991-08-13,MamH,Bottom,2.7,5.0,22.5,27.0,40.940833,-73.715278
1991-08-20,A1,Surface,1.0,3.7,22.0,26.0,40.80333333333333,-73.82666666666667
1991-08-20,A1,Bottom,17.3,3.4,22.0,26.0,40.80333333333333,-73.82666666666667
1991-08-20,A2M,Surface,1.0,4.2,21.5,26.5,40.80166666666666,-73.78333333333333
1991-08-20,A2M,Bottom,32.5,3.0,21.5,27.0,40.80166666666666,-73.78333333333333
1991-08-20,A3,Surface,1.0,5.7,22.0,26.5,40.84166666666667,-73.755
1991-08-20,A3,Bottom,14.2,3.2,21.0,27.0,40.84166666666667,-73.755
1991-08-21,A1,Surface,1.0,3.8,22.2,24.0,40.80333333333333,-73.82666666666667
1991-08-21,A1,Bottom,20.3,3.5,22.2,25.0,40.80333333333333,-73.82666666666667
1991-08-21,A2M,Surface,1.0,4.2,22.1,24.0,40.80166666666666,-73.78333333333333
1991-08-21,A2M,Bottom,32.5,3.4,22.0,26.0,40.80166666666666,-73.78333333333333
1991-08-21,A3,Surface,1.0,5.2,21.9,25.0,40.84166666666667,-73.755
1991-08-21,A3,Bottom,11.2,4.5,22.1,25.5,40.84166666666667,-73.755
1991-08-21,A4,Surface,1.0,5.2,21.6,25.5,40.87638888888889,-73.735
1991-08-21,A4,Bottom,11.2,4.5,21.5,25.5,40.87638888888889,-73.735
1991-08-21,H-D,Surface,1.0,4.5,20.2,25.5,40.845,-73.66000000000001
1991-08-21,H-D,Bottom,4.5,3.4,20.2,26.0,40.845,-73.66000000000001
1991-08-21,H-C,Surface,1.0,5.2,22.3,25.0,40.865,-73.67500000000001
1991-08-21,H-C,Bottom,9.4,3.6,22.1,24.5,40.865,-73.67500000000001
1991-08-21,H-C1,Surface,1.0,5.8,23.5,25.5,40.88666666666666,-73.69500000000001
1991-08-21,H-C1,Bottom,11.2,4.6,23.3,25.0,40.88666666666666,-73.69500000000001
1991-08-21,A5,Surface,1.0,5.6,22.5,25.0,40.89833333333333,-73.68666666666667
1991-08-21,A5,Bottom,11.2,3.6,22.2,25.5,40.89833333333333,-73.68666666666667
1991-08-21,H-B,Surface,1.0,5.8,22.5,25.5,40.91333333333333,-73.715
1991-08-21,H-B,Bottom,14.2,4.2,22.5,25.5,40.91333333333333,-73.715
1991-08-21,H-A3,Surface,1.0,6.0,22.5,25.5,40.92333333333333,-73.72
1991-08-21,H-A3,Bottom,8.1,5.5,22.3,26.0,40.92333333333333,-73.72
1991-08-21,H-A2,Surface,1.0,5.8,21.8,24.5,40.928333,-73.723333
1991-08-21,H-A2,Bottom,4.8,5.8,21.5,26.0,40.928333,-73.723333
1991-08-21,H-A1,Surface,1.0,4.6,22.0,24.0,40.926667,-73.723333
1991-08-21,H-A1,Bottom,4.8,5.5,22.0,25.0,40.926667,-73.723333
1991-08-21,H-A,Surface,1.0,5.5,21.0,24.0,40.921667,-73.725
1991-08-21,H-A,Bottom,10.0,5.4,21.0,25.0,40.921667,-73.725
1991-08-21,MilH,Surface,1.0,4.4,21.0,25.0,40.943889,-73.699722
1991-08-21,MilH,Bottom,2.7,4.0,20.8,25.0,40.943889,-73.699722
1991-08-21,MamH,Surface,1.0,5.2,20.8,24.0,40.940833,-73.715278
1991-08-21,MamH,Bottom,3.3,5.0,20.7,25.0,40.940833,-73.715278
1991-08-22,B4,Surface,1.0,5.6,22.0,24.0,40.90666666666667,-73.635
1991-08-22,B4,Bottom,7.5,5.0,21.5,24.0,40.90666666666667,-73.635
1991-08-22,B3M,Surface,1.0,5.7,22.0,25.0,40.91999999999999,-73.64500000000001
1991-08-22,B3M,Bottom,17.3,2.8,21.8,25.0,40.91999999999999,-73.64500000000001
1991-08-22,B2,Surface,1.0,6.0,21.0,26.0,40.935,-73.65333333333334
1991-08-22,B2,Bottom,18.2,2.8,20.5,26.0,40.935,-73.65333333333334
1991-08-22,B1S,Surface,1.0,6.0,21.5,25.0,40.94499999999999,-73.66666666666667
1991-08-22,B1S,Bottom,13.0,4.0,21.0,25.0,40.94499999999999,-73.66666666666667
1991-08-22,C1,Surface,1.0,6.0,22.0,25.0,40.955,-73.58
1991-08-22,C1,Bottom,18.5,3.0,21.0,26.0,40.955,-73.58
1991-08-22,C2,Surface,1.0,6.2,21.5,25.0,40.985,-73.5
1991-08-22,C2,Bottom,30.7,5.5,21.0,25.0,40.985,-73.5
1991-08-22,D1,Surface,1.0,6.5,21.0,26.0,41.035,-73.431667
1991-08-22,D1,Bottom,25.8,4.5,20.8,25.0,41.035,-73.431667
1991-08-22,D2,Surface,1.0,5.0,22.0,25.0,41.015,-73.421667
1991-08-22,D2,Bottom,30.7,3.5,21.0,26.0,41.015,-73.421667
1991-08-22,D3M,Surface,1.0,5.0,22.0,25.0,40.983333,-73.406667
1991-08-22,D3M,Bottom,10.0,4.5,22.0,24.0,40.983333,-73.406667
1991-08-22,D4,Surface,1.0,5.2,22.0,25.0,40.968333,-73.398333
1991-08-22,D4,Bottom,5.1,4.0,22.0,25.0,40.968333,-73.398333
1991-08-26,A1,Surface,1.0,4.7,23.0,25.0,40.80333333333333,-73.82666666666667
1991-08-26,A1,Bottom,20.9,4.4,23.0,25.0,40.80333333333333,-73.82666666666667
1991-08-26,A2M,Surface,1.0,4.8,22.5,25.0,40.80166666666666,-73.78333333333333
1991-08-26,A2M,Bottom,28.3,4.8,23.0,25.0,40.80166666666666,-73.78333333333333
1991-08-26,A3,Surface,1.0,5.8,23.0,25.0,40.84166666666667,-73.755
1991-08-26,A3,Bottom,13.6,5.0,23.0,25.5,40.84166666666667,-73.755
1991-08-26,A4,Surface,1.0,5.8,24.0,26.0,40.87638888888889,-73.735
1991-08-26,A4,Bottom,4.6,5.4,24.0,26.0,40.87638888888889,-73.735
1991-08-26,H-D,Surface,1.0,6.0,23.0,26.0,40.845,-73.66000000000001
1991-08-26,H-D,Bottom,4.5,2.5,22.5,26.0,40.845,-73.66000000000001
1991-08-26,H-C,Surface,1.0,7.0,23.0,26.0,40.865,-73.67500000000001
1991-08-26,H-C,Bottom,8.1,4.8,22.5,26.5,40.865,-73.67500000000001
1991-08-26,H-C1,Surface,1.0,8.0,23.0,27.0,40.88666666666666,-73.69500000000001
1991-08-26,H-C1,Bottom,10.9,5.2,22.5,27.0,40.88666666666666,-73.69500000000001
1991-08-26,A5,Surface,1.0,8.0,22.5,27.0,40.89833333333333,-73.68666666666667
1991-08-26,A5,Bottom,11.5,3.6,22.5,27.0,40.89833333333333,-73.68666666666667
1991-08-26,H-B,Surface,1.0,7.5,23.0,26.5,40.91333333333333,-73.715
1991-08-26,H-B,Bottom,13.6,5.0,22.5,27.0,40.91333333333333,-73.715
1991-08-26,H-A3,Surface,1.0,8.0,23.0,27.0,40.92333333333333,-73.72
1991-08-26,H-A3,Bottom,8.8,6.0,22.5,27.0,40.92333333333333,-73.72
1991-08-26,H-A2,Surface,1.0,8.2,22.5,27.0,40.928333,-73.723333
1991-08-26,H-A2,Bottom,4.8,7.0,22.5,27.0,40.928333,-73.723333
1991-08-26,H-A1,Surface,1.0,8.5,22.5,27.0,40.926667,-73.723333
1991-08-26,H-A1,Bottom,5.7,7.0,22.0,27.0,40.926667,-73.723333
1991-08-26,H-A,Surface,1.0,8.0,22.0,27.0,40.921667,-73.725
1991-08-26,H-A,Bottom,9.7,6.0,22.0,27.0,40.921667,-73.725
1991-08-26,MilH,Surface,1.0,7.7,22.5,26.5,40.943889,-73.699722
1991-08-26,MilH,Bottom,3.3,7.5,22.5,26.5,40.943889,-73.699722
1991-08-26,MamH,Surface,1.0,8.2,23.0,26.0,40.940833,-73.715278
1991-08-26,MamH,Bottom,3.9,8.0,22.5,26.0,40.940833,-73.715278
1991-08-27,B4,Surface,1.0,9.0,22.5,25.0,40.90666666666667,-73.635
1991-08-27,B4,Bottom,3.9,8.0,22.0,25.0,40.90666666666667,-73.635
1991-08-27,B3M,Surface,1.0,9.0,22.5,25.0,40.91999999999999,-73.64500000000001
1991-08-27,B3M,Bottom,14.8,8.2,22.0,25.5,40.91999999999999,-73.64500000000001
1991-08-27,B2,Surface,1.0,8.6,23.0,25.5,40.935,-73.65333333333334
1991-08-27,B2,Bottom,16.1,8.0,22.5,25.5,40.935,-73.65333333333334
1991-08-27,B1S,Surface,1.0,5.2,23.0,25.5,40.94499999999999,-73.66666666666667
1991-08-27,B1S,Bottom,11.2,4.6,22.5,25.5,40.94499999999999,-73.66666666666667
1991-08-27,C1,Surface,1.0,6.2,22.5,25.5,40.955,-73.58
1991-08-27,C1,Bottom,17.0,5.4,22.0,25.5,40.955,-73.58
1991-08-27,C2,Surface,1.0,7.4,22.5,25.5,40.985,-73.5
1991-08-27,C2,Bottom,16.9,5.5,22.0,25.5,40.985,-73.5
1991-08-27,D1,Surface,1.0,8.0,23.0,26.0,41.035,-73.431667
1991-08-27,D1,Bottom,18.5,6.0,22.5,26.0,41.035,-73.431667
1991-08-27,D2,Surface,1.0,7.8,23.0,26.5,41.015,-73.421667
1991-08-27,D2,Bottom,29.5,6.6,22.5,26.5,41.015,-73.421667
1991-08-27,D3M,Surface,1.0,7.2,23.0,26.0,40.983333,-73.406667
1991-08-27,D3M,Bottom,32.5,6.0,22.5,26.0,40.983333,-73.406667
1991-08-27,D4,Surface,1.0,8.0,23.0,26.0,40.968333,-73.398333
1991-08-27,D4,Bottom,11.8,6.0,22.5,26.0,40.968333,-73.398333
1991-09-03,A1,Surface,1.0,5.0,22.1,25.0,40.80333333333333,-73.82666666666667
1991-09-03,A1,Bottom,14.2,4.5,21.8,25.0,40.80333333333333,-73.82666666666667
1991-09-03,A2M,Surface,1.0,5.4,21.5,25.0,40.80166666666666,-73.78333333333333
1991-09-03,A2M,Bottom,30.7,5.4,21.3,25.5,40.80166666666666,-73.78333333333333
1991-09-03,A3,Surface,1.0,5.7,21.1,25.5,40.84166666666667,-73.755
1991-09-03,A3,Bottom,8.8,5.4,21.0,25.5,40.84166666666667,-73.755
1991-09-03,A4,Surface,1.0,6.6,21.2,25.5,40.87638888888889,-73.735
1991-09-03,A4,Bottom,3.9,6.4,21.0,25.5,40.87638888888889,-73.735
1991-09-03,H-D,Surface,1.0,8.0,21.8,25.0,40.845,-73.66000000000001
1991-09-03,H-D,Bottom,3.9,3.0,21.6,26.0,40.845,-73.66000000000001
1991-09-03,H-C,Surface,1.0,9.0,22.2,25.5,40.865,-73.67500000000001
1991-09-03,H-C,Bottom,11.2,6.0,21.8,25.5,40.865,-73.67500000000001
1991-09-03,H-C1,Surface,1.0,8.0,21.8,25.5,40.88666666666666,-73.69500000000001
1991-09-03,H-C1,Bottom,8.9,7.5,21.6,26.0,40.88666666666666,-73.69500000000001
1991-09-03,A5,Surface,1.0,7.5,21.5,26.0,40.89833333333333,-73.68666666666667
1991-09-03,A5,Bottom,10.9,6.0,21.2,26.0,40.89833333333333,-73.68666666666667
1991-09-03,H-B,Surface,1.0,6.5,22.1,26.0,40.91333333333333,-73.715
1991-09-03,H-B,Bottom,12.4,5.0,21.8,26.5,40.91333333333333,-73.715
1991-09-03,H-A3,Surface,1.0,6.0,21.6,26.0,40.92333333333333,-73.72
1991-09-03,H-A3,Bottom,6.3,3.5,21.8,26.5,40.92333333333333,-73.72
1991-09-03,H-A2,Surface,1.0,6.2,21.6,26.0,40.928333,-73.723333
1991-09-03,H-A2,Bottom,2.7,5.8,21.8,26.5,40.928333,-73.723333
1991-09-03,H-A1,Surface,1.0,6.0,21.5,26.0,40.926667,-73.723333
1991-09-03,H-A1,Bottom,3.3,5.0,21.5,26.0,40.926667,-73.723333
1991-09-03,H-A,Surface,1.0,6.2,21.6,26.0,40.921667,-73.725
1991-09-03,H-A,Bottom,8.1,6.2,21.6,25.5,40.921667,-73.725
1991-09-03,MilH,Surface,1.0,5.0,21.2,26.0,40.943889,-73.699722
1991-09-03,MilH,Bottom,1.4,5.0,21.2,26.0,40.943889,-73.699722
1991-09-03,MamH,Surface,1.0,7.0,21.8,25.5,40.940833,-73.715278
1991-09-03,MamH,Bottom,2.0,6.5,21.8,25.5,40.940833,-73.715278
1991-09-04,B4,Surface,1.0,7.3,21.9,26.0,40.90666666666667,-73.635
1991-09-04,B4,Bottom,3.9,6.7,21.9,26.0,40.90666666666667,-73.635
1991-09-04,B3M,Surface,1.0,6.7,21.2,25.5,40.91999999999999,-73.64500000000001
1991-09-04,B3M,Bottom,17.0,6.7,21.0,26.0,40.91999999999999,-73.64500000000001
1991-09-04,B2,Surface,1.0,6.6,21.5,26.5,40.935,-73.65333333333334
1991-09-04,B2,Bottom,18.8,3.5,21.3,26.5,40.935,-73.65333333333334
