,DATE,STATION_ID,CLASS,DEPTH_M,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY,LON,LAT
1,07/25/91 00:00:00,A1,Bottom,26.0,2.7,18.0,30.0,-73.82666666666667,40.80333333333333
3,07/25/91 00:00:00,A2M,Bottom,35.0,2.8,17.8,20.0,-73.78333333333333,40.80166666666666
5,07/25/91 00:00:00,A3,Bottom,20.4,2.5,18.0,24.0,-73.755,40.84166666666667
7,07/25/91 00:00:00,A4,Bottom,25.8,2.3,18.0,24.0,-73.735,40.87638888888889
9,07/25/91 00:00:00,H-D,Bottom,6.3,1.8,21.5,30.0,-73.66000000000001,40.845
11,07/25/91 00:00:00,H-C,Bottom,8.1,1.5,21.0,30.0,-73.67500000000001,40.865
13,07/25/91 00:00:00,H-C1,Bottom,16.1,3.8,21.0,26.0,-73.69500000000001,40.88666666666666
15,07/25/91 00:00:00,A5,Bottom,13.6,2.0,20.0,25.0,-73.68666666666667,40.89833333333333
17,07/25/91 00:00:00,H-B,Bottom,12.4,2.4,20.0,26.0,-73.715,40.91333333333333
19,07/25/91 00:00:00,H-A3,Bottom,7.5,2.8,20.0,26.0,-73.72,40.92333333333333
21,07/25/91 00:00:00,H-A2,Bottom,6.3,2.7,19.5,26.5,-73.723333,40.928333
23,07/25/91 00:00:00,H-A1,Bottom,4.5,2.4,20.5,26.0,-73.723333,40.926667
25,07/25/91 00:00:00,H-A,Bottom,3.2,3.0,20.5,26.0,-73.725,40.921667
27,07/25/91 00:00:00,MilH,Bottom,2.7,2.6,20.0,25.0,-73.699722,40.943889
29,07/25/91 00:00:00,MamH,Bottom,3.2,2.5,20.5,26.0,-73.715278,40.940833
31,07/31/91 00:00:00,A1,Bottom,24.3,3.2,22.0,26.0,-73.82666666666667,40.80333333333333
33,07/31/91 00:00:00,A2M,Bottom,30.5,2.0,21.5,26.5,-73.78333333333333,40.80166666666666
35,07/31/91 00:00:00,A3,Bottom,25.0,3.0,21.5,26.0,-73.755,40.84166666666667
37,07/31/91 00:00:00,A4,Bottom,25.8,4.2,22.0,26.0,-73.735,40.87638888888889
39,07/31/91 00:00:00,H-D,Bottom,5.5,2.3,22.0,26.0,-73.66000000000001,40.845
41,07/31/91 00:00:00,H-C,Bottom,6.3,2.0,22.0,26.5,-73.67500000000001,40.865
43,07/31/91 00:00:00,H-C1,Bottom,11.2,2.8,21.0,26.0,-73.69500000000001,40.88666666666666
45,07/31/91 00:00:00,A5,Bottom,11.2,4.0,21.0,26.0,-73.68666666666667,40.89833333333333
47,07/31/91 00:00:00,H-B,Bottom,9.3,3.8,21.0,26.5,-73.715,40.91333333333333
49,07/31/91 00:00:00,H-A3,Bottom,3.6,5.6,22.0,27.0,-73.72,40.92333333333333
51,07/31/91 00:00:00,H-A2,Bottom,4.4,5.0,22.5,27.0,-73.723333,40.928333
53,07/31/91 00:00:00,H-A1,Bottom,3.9,5.3,22.5,27.0,-73.723333,40.926667
55,07/31/91 00:00:00,H-A,Bottom,2.7,5.6,22.5,27.0,-73.725,40.921667
57,07/31/91 00:00:00,MilH,Bottom,1.7,5.3,23.0,26.0,-73.699722,40.943889
59,07/31/91 00:00:00,MamH,Bottom,5.1,6.2,23.0,26.5,-73.715278,40.940833
61,08/01/91 00:00:00,B4,Bottom,8.1,3.0,22.0,26.5,-73.635,40.90666666666667
63,08/01/91 00:00:00,B3M,Bottom,14.8,1.5,21.0,26.0,-73.64500000000001,40.91999999999999
65,08/01/91 00:00:00,B2,Bottom,15.4,1.8,20.5,26.5,-73.65333333333334,40.935
67,08/01/91 00:00:00,B1S,Bottom,9.9,3.2,21.0,26.5,-73.66666666666667,40.94499999999999
69,08/01/91 00:00:00,C2,Bottom,34.0,3.0,21.0,26.0,-73.5,40.985
70,08/01/91 00:00:00,C1,Bottom,18.1,1.6,21.0,26.0,-73.58,40.955
73,08/05/91 00:00:00,B4,Bottom,3.8,7.2,22.5,26.0,-73.635,40.90666666666667
75,08/05/91 00:00:00,B3M,Bottom,16.7,2.0,21.0,28.0,-73.64500000000001,40.91999999999999
77,08/05/91 00:00:00,B2,Bottom,20.0,2.0,21.0,28.5,-73.65333333333334,40.935
79,08/05/91 00:00:00,B1S,Bottom,12.4,2.0,21.5,28.0,-73.66666666666667,40.94499999999999
81,08/05/91 00:00:00,C1,Bottom,18.5,2.0,21.0,28.0,-73.58,40.955
83,08/05/91 00:00:00,C2,Bottom,32.5,2.5,21.0,28.0,-73.5,40.985
85,08/05/91 00:00:00,D1,Bottom,23.4,3.2,21.5,28.0,-73.431667,41.035
87,08/05/91 00:00:00,D2,Bottom,25.2,3.2,21.0,27.0,-73.421667,41.015
89,08/05/91 00:00:00,D3M,Bottom,11.2,7.0,21.0,26.5,-73.406667,40.983333
91,08/05/91 00:00:00,D4,Bottom,12.4,6.0,22.0,26.5,-73.398333,40.968333
93,08/06/91 00:00:00,A1,Bottom,21.5,3.4,22.0,26.5,-73.82666666666667,40.80333333333333
95,08/06/91 00:00:00,A2M,Bottom,8.1,3.4,22.0,26.0,-73.78333333333333,40.80166666666666
97,08/06/91 00:00:00,A3,Bottom,8.7,3.8,22.0,26.0,-73.755,40.84166666666667
99,08/06/91 00:00:00,A4,Bottom,5.4,4.8,22.0,26.5,-73.735,40.87638888888889
101,08/06/91 00:00:00,H-D,Bottom,4.5,5.0,23.0,27.0,-73.66000000000001,40.845
103,08/06/91 00:00:00,H-C,Bottom,8.7,8.0,23.0,27.0,-73.67500000000001,40.865
105,08/06/91 00:00:00,H-C1,Bottom,11.2,1.8,21.0,26.0,-73.69500000000001,40.88666666666666
107,08/06/91 00:00:00,A5,Bottom,11.2,1.0,21.0,26.0,-73.68666666666667,40.89833333333333
109,08/06/91 00:00:00,H-B,Bottom,12.4,1.4,21.0,26.0,-73.715,40.91333333333333
111,08/06/91 00:00:00,H-A3,Bottom,8.1,2.4,21.0,26.5,-73.72,40.92333333333333
113,08/06/91 00:00:00,H-A2,Bottom,3.4,2.4,21.0,26.5,-73.723333,40.928333
115,08/06/91 00:00:00,H-A1,Bottom,3.9,5.2,21.0,26.5,-73.723333,40.926667
117,08/06/91 00:00:00,H-A,Bottom,4.5,3.8,21.0,26.5,-73.725,40.921667
119,08/06/91 00:00:00,MilH,Bottom,2.0,5.0,22.5,27.0,-73.699722,40.943889
121,08/06/91 00:00:00,MamH,Bottom,2.7,4.0,22.0,27.0,-73.715278,40.940833
123,08/12/91 00:00:00,B4,Bottom,2.7,6.8,22.5,27.0,-73.635,40.90666666666667
125,08/12/91 00:00:00,B3M,Bottom,14.8,1.9,20.5,,-73.64500000000001,40.91999999999999
127,08/12/91 00:00:00,B2,Bottom,16.1,2.5,20.5,27.5,-73.65333333333334,40.935
129,08/12/91 00:00:00,B1S,Bottom,11.8,2.4,20.5,27.0,-73.66666666666667,40.94499999999999
131,08/12/91 00:00:00,C1,Bottom,18.8,3.0,21.0,27.0,-73.58,40.955
133,08/12/91 00:00:00,C2,Bottom,28.3,4.0,20.5,27.5,-73.5,40.985
135,08/12/91 00:00:00,D1,Bottom,25.8,4.1,,28.0,-73.431667,41.035
137,08/12/91 00:00:00,D2,Bottom,22.0,3.9,22.0,28.0,-73.421667,41.015
139,08/12/91 00:00:00,D3M,Bottom,11.8,5.0,21.0,28.0,-73.406667,40.983333
141,08/12/91 00:00:00,D4,Bottom,13.6,6.8,21.5,28.0,-73.398333,40.968333
143,08/13/91 00:00:00,A1,Bottom,14.2,3.4,22.0,26.0,-73.82666666666667,40.80333333333333
145,08/13/91 00:00:00,A2M,Bottom,23.4,3.0,21.5,27.0,-73.78333333333333,40.80166666666666
147,08/13/91 00:00:00,A3,Bottom,8.8,3.2,21.0,27.0,-73.755,40.84166666666667
149,08/13/91 00:00:00,A4,Bottom,9.4,4.4,22.5,26.5,-73.735,40.87638888888889
151,08/13/91 00:00:00,H-D,Bottom,2.7,5.8,23.0,27.0,-73.66000000000001,40.845
153,08/13/91 00:00:00,H-C,Bottom,6.3,5.1,22.0,26.5,-73.67500000000001,40.865
155,08/13/91 00:00:00,H-C1,Bottom,8.8,2.7,21.5,26.5,-73.69500000000001,40.88666666666666
157,08/13/91 00:00:00,A5,Bottom,10.0,,21.5,26.5,-73.68666666666667,40.89833333333333
159,08/13/91 00:00:00,H-B,Bottom,11.5,2.2,21.5,27.0,-73.715,40.91333333333333
161,08/13/91 00:00:00,H-A3,Bottom,8.9,3.2,21.5,27.0,-73.72,40.92333333333333
163,08/13/91 00:00:00,H-A2,Bottom,2.7,4.9,22.0,27.0,-73.723333,40.928333
165,08/13/91 00:00:00,H-A1,Bottom,4.2,4.7,22.0,27.0,-73.723333,40.926667
167,08/13/91 00:00:00,H-A,Bottom,8.1,3.3,22.0,27.0,-73.725,40.921667
169,08/13/91 00:00:00,MilH,Bottom,2.0,5.1,23.0,27.0,-73.699722,40.943889
171,08/13/91 00:00:00,MamH,Bottom,2.7,5.0,22.5,27.0,-73.715278,40.940833
173,08/20/91 00:00:00,A1,Bottom,17.3,3.4,22.0,26.0,-73.82666666666667,40.80333333333333
175,08/20/91 00:00:00,A2M,Bottom,32.5,3.0,21.5,27.0,-73.78333333333333,40.80166666666666
177,08/20/91 00:00:00,A3,Bottom,14.2,3.2,21.0,27.0,-73.755,40.84166666666667
179,08/21/91 00:00:00,A1,Bottom,20.3,3.5,22.2,25.0,-73.82666666666667,40.80333333333333
181,08/21/91 00:00:00,A2M,Bottom,32.5,3.4,22.0,26.0,-73.78333333333333,40.80166666666666
183,08/21/91 00:00:00,A3,Bottom,11.2,4.5,22.1,25.5,-73.755,40.84166666666667
185,08/21/91 00:00:00,A4,Bottom,11.2,4.5,21.5,25.5,-73.735,40.87638888888889
187,08/21/91 00:00:00,H-D,Bottom,4.5,3.4,20.2,26.0,-73.66000000000001,40.845
189,08/21/91 00:00:00,H-C,Bottom,9.4,3.6,22.1,24.5,-73.67500000000001,40.865
191,08/21/91 00:00:00,H-C1,Bottom,11.2,4.6,23.3,25.0,-73.69500000000001,40.88666666666666
193,08/21/91 00:00:00,A5,Bottom,11.2,3.6,22.2,25.5,-73.68666666666667,40.89833333333333
195,08/21/91 00:00:00,H-B,Bottom,14.2,4.2,22.5,25.5,-73.715,40.91333333333333
197,08/21/91 00:00:00,H-A3,Bottom,8.1,5.5,22.3,26.0,-73.72,40.92333333333333
199,08/21/91 00:00:00,H-A2,Bottom,4.8,5.8,21.5,26.0,-73.723333,40.928333
201,08/21/91 00:00:00,H-A1,Bottom,4.8,5.5,22.0,25.0,-73.723333,40.926667
203,08/21/91 00:00:00,H-A,Bottom,10.0,5.4,21.0,25.0,-73.725,40.921667
205,08/21/91 00:00:00,MilH,Bottom,2.7,4.0,20.8,25.0,-73.699722,40.943889
207,08/21/91 00:00:00,MamH,Bottom,3.3,5.0,20.7,25.0,-73.715278,40.940833
209,08/22/91 00:00:00,B4,Bottom,7.5,5.0,21.5,24.0,-73.635,40.90666666666667
211,08/22/91 00:00:00,B3M,Bottom,17.3,2.8,21.8,25.0,-73.64500000000001,40.91999999999999
213,08/22/91 00:00:00,B2,Bottom,18.2,2.8,20.5,26.0,-73.65333333333334,40.935
215,08/22/91 00:00:00,B1S,Bottom,13.0,4.0,21.0,25.0,-73.66666666666667,40.94499999999999
217,08/22/91 00:00:00,C1,Bottom,18.5,3.0,21.0,26.0,-73.58,40.955
219,08/22/91 00:00:00,C2,Bottom,30.7,5.5,21.0,25.0,-73.5,40.985
221,08/22/91 00:00:00,D1,Bottom,25.8,4.5,20.8,25.0,-73.431667,41.035
223,08/22/91 00:00:00,D2,Bottom,30.7,3.5,21.0,26.0,-73.421667,41.015
225,08/22/91 00:00:00,D3M,Bottom,10.0,4.5,22.0,24.0,-73.406667,40.983333
227,08/22/91 00:00:00,D4,Bottom,5.1,4.0,22.0,25.0,-73.398333,40.968333
229,08/26/91 00:00:00,A1,Bottom,20.9,4.4,23.0,25.0,-73.82666666666667,40.80333333333333
231,08/26/91 00:00:00,A2M,Bottom,28.3,4.8,23.0,25.0,-73.78333333333333,40.80166666666666
233,08/26/91 00:00:00,A3,Bottom,13.6,5.0,23.0,25.5,-73.755,40.84166666666667
235,08/26/91 00:00:00,A4,Bottom,4.6,5.4,24.0,26.0,-73.735,40.87638888888889
237,08/26/91 00:00:00,H-D,Bottom,4.5,2.5,22.5,26.0,-73.66000000000001,40.845
239,08/26/91 00:00:00,H-C,Bottom,8.1,4.8,22.5,26.5,-73.67500000000001,40.865
241,08/26/91 00:00:00,H-C1,Bottom,10.9,5.2,22.5,27.0,-73.69500000000001,40.88666666666666
243,08/26/91 00:00:00,A5,Bottom,11.5,3.6,22.5,27.0,-73.68666666666667,40.89833333333333
245,08/26/91 00:00:00,H-B,Bottom,13.6,5.0,22.5,27.0,-73.715,40.91333333333333
247,08/26/91 00:00:00,H-A3,Bottom,8.8,6.0,22.5,27.0,-73.72,40.92333333333333
249,08/26/91 00:00:00,H-A2,Bottom,4.8,7.0,22.5,27.0,-73.723333,40.928333
251,08/26/91 00:00:00,H-A1,Bottom,5.7,7.0,22.0,27.0,-73.723333,40.926667
253,08/26/91 00:00:00,H-A,Bottom,9.7,6.0,22.0,27.0,-73.725,40.921667
255,08/26/91 00:00:00,MilH,Bottom,3.3,7.5,22.5,26.5,-73.699722,40.943889
257,08/26/91 00:00:00,MamH,Bottom,3.9,8.0,22.5,26.0,-73.715278,40.940833
259,08/27/91 00:00:00,B4,Bottom,3.9,8.0,22.0,25.0,-73.635,40.90666666666667
261,08/27/91 00:00:00,B3M,Bottom,14.8,8.2,22.0,25.5,-73.64500000000001,40.91999999999999
263,08/27/91 00:00:00,B2,Bottom,16.1,8.0,22.5,25.5,-73.65333333333334,40.935
265,08/27/91 00:00:00,B1S,Bottom,11.2,4.6,22.5,25.5,-73.66666666666667,40.94499999999999
267,08/27/91 00:00:00,C1,Bottom,17.0,5.4,22.0,25.5,-73.58,40.955
269,08/27/91 00:00:00,C2,Bottom,16.9,5.5,22.0,25.5,-73.5,40.985
271,08/27/91 00:00:00,D1,Bottom,18.5,6.0,22.5,26.0,-73.431667,41.035
273,08/27/91 00:00:00,D2,Bottom,29.5,6.6,22.5,26.5,-73.421667,41.015
275,08/27/91 00:00:00,D3M,Bottom,32.5,6.0,22.5,26.0,-73.406667,40.983333
277,08/27/91 00:00:00,D4,Bottom,11.8,6.0,22.5,26.0,-73.398333,40.968333
279,09/03/91 00:00:00,A1,Bottom,14.2,4.5,21.8,25.0,-73.82666666666667,40.80333333333333
281,09/03/91 00:00:00,A2M,Bottom,30.7,5.4,21.3,25.5,-73.78333333333333,40.80166666666666
283,09/03/91 00:00:00,A3,Bottom,8.8,5.4,21.0,25.5,-73.755,40.84166666666667
285,09/03/91 00:00:00,A4,Bottom,3.9,6.4,21.0,25.5,-73.735,40.87638888888889
287,09/03/91 00:00:00,H-D,Bottom,3.9,3.0,21.6,26.0,-73.66000000000001,40.845
289,09/03/91 00:00:00,H-C,Bottom,11.2,6.0,21.8,25.5,-73.67500000000001,40.865
291,09/03/91 00:00:00,H-C1,Bottom,8.9,7.5,21.6,26.0,-73.69500000000001,40.88666666666666
293,09/03/91 00:00:00,A5,Bottom,10.9,6.0,21.2,26.0,-73.68666666666667,40.89833333333333
295,09/03/91 00:00:00,H-B,Bottom,12.4,5.0,21.8,26.5,-73.715,40.91333333333333
297,09/03/91 00:00:00,H-A3,Bottom,6.3,3.5,21.8,26.5,-73.72,40.92333333333333
299,09/03/91 00:00:00,H-A2,Bottom,2.7,5.8,21.8,26.5,-73.723333,40.928333
301,09/03/91 00:00:00,H-A1,Bottom,3.3,5.0,21.5,26.0,-73.723333,40.926667
303,09/03/91 00:00:00,H-A,Bottom,8.1,6.2,21.6,25.5,-73.725,40.921667
305,09/03/91 00:00:00,MilH,Bottom,1.4,5.0,21.2,26.0,-73.699722,40.943889
307,09/03/91 00:00:00,MamH,Bottom,2.0,6.5,21.8,25.5,-73.715278,40.940833
309,09/04/91 00:00:00,B4,Bottom,3.9,6.7,21.9,26.0,-73.635,40.90666666666667
311,09/04/91 00:00:00,B3M,Bottom,17.0,6.7,21.0,26.0,-73.64500000000001,40.91999999999999
313,09/04/91 00:00:00,B2,Bottom,18.8,3.5,21.3,26.5,-73.65333333333334,40.935
315,09/04/91 00:00:00,B1S,Bottom,12.4,4.5,21.3,26.5,-73.66666666666667,40.94499999999999
317,09/04/91 00:00:00,C1,Bottom,18.8,4.1,21.3,27.0,-73.58,40.955
318,07/07/92 00:00:00,A1,Bottom,25.0,6.6,18.0,27.0,-73.82666666666667,40.80333333333333
323,07/07/92 00:00:00,A2M,Bottom,33.2,6.8,16.8,26.5,-73.78333333333333,40.80166666666666
328,07/07/92 00:00:00,A3,Bottom,12.0,7.0,16.6,27.0,-73.755,40.84166666666667
331,07/07/92 00:00:00,A4,Bottom,9.0,8.8,17.5,26.5,-73.735,40.87638888888889
334,07/07/92 00:00:00,H-D,Bottom,5.0,6.4,17.4,27.0,-73.66000000000001,40.845
337,07/07/92 00:00:00,H-C,Bottom,7.0,5.4,16.8,26.0,-73.67500000000001,40.865
340,07/07/92 00:00:00,H-C1,Bottom,9.8,5.8,16.6,26.5,-73.69500000000001,40.88666666666666
343,07/07/92 00:00:00,A5,Bottom,11.0,4.4,15.4,26.0,-73.68666666666667,40.89833333333333
346,07/07/92 00:00:00,H-B,Bottom,12.0,5.6,15.8,26.0,-73.715,40.91333333333333
349,07/07/92 00:00:00,H-A3,Bottom,8.0,6.2,16.0,26.0,-73.72,40.92333333333333
352,07/07/92 00:00:00,B1S,Bottom,12.0,5.9,15.8,26.0,-73.66666666666667,40.94499999999999
355,07/07/92 00:00:00,B2,Bottom,26.0,5.1,15.4,26.0,-73.65333333333334,40.935
360,07/07/92 00:00:00,B3M,Bottom,16.0,5.0,15.0,25.0,-73.64500000000001,40.91999999999999
365,07/07/92 00:00:00,B4,Bottom,9.0,6.5,16.4,26.0,-73.635,40.90666666666667
368,07/07/92 00:00:00,C1,Bottom,17.0,5.0,14.8,25.0,-73.58,40.955
373,07/07/92 00:00:00,C2,Bottom,29.0,6.8,15.0,26.0,-73.5,40.985
378,07/07/92 00:00:00,DI2,Bottom,6.0,7.7,17.8,27.0,-73.76666666666667,40.89444444444445
381,07/07/92 00:00:00,DI1,Bottom,8.0,8.6,18.0,27.0,-73.77333333333333,40.8925
384,07/13/92 00:00:00,A1,Bottom,23.0,3.3,18.2,25.5,-73.82666666666667,40.80333333333333
392,07/13/92 00:00:00,A2M,Bottom,33.0,3.9,16.3,24.5,-73.78333333333333,40.80166666666666
394,07/13/92 00:00:00,A3,Bottom,11.5,4.9,17.4,25.0,-73.755,40.84166666666667
397,07/13/92 00:00:00,A4,Bottom,6.0,6.1,18.5,25.5,-73.735,40.87638888888889
400,07/13/92 00:00:00,H-D,Bottom,5.0,5.1,17.9,25.0,-73.66000000000001,40.845
403,07/13/92 00:00:00,H-C,Bottom,10.0,2.9,16.9,24.5,-73.67500000000001,40.865
406,07/13/92 00:00:00,H-C1,Bottom,12.0,3.0,16.2,24.5,-73.69500000000001,40.88666666666666
409,07/13/92 00:00:00,A5,Bottom,11.0,3.8,15.8,25.0,-73.68666666666667,40.89833333333333
412,07/13/92 00:00:00,H-B,Bottom,13.0,4.3,15.8,25.0,-73.715,40.91333333333333
415,07/13/92 00:00:00,H-A3,Bottom,9.0,4.0,15.9,25.0,-73.72,40.92333333333333
418,07/13/92 00:00:00,B1S,Bottom,13.0,4.6,15.8,25.0,-73.66666666666667,40.94499999999999
421,07/13/92 00:00:00,B2,Bottom,19.0,4.0,15.7,25.0,-73.65333333333334,40.935
426,07/13/92 00:00:00,B3M,Bottom,15.0,3.6,15.5,25.0,-73.64500000000001,40.91999999999999
431,07/13/92 00:00:00,B4,Bottom,9.0,4.4,17.0,25.0,-73.635,40.90666666666667
434,07/13/92 00:00:00,C1,Bottom,19.0,5.0,15.8,25.0,-73.58,40.955
439,07/13/92 00:00:00,C2,Bottom,30.0,4.9,15.6,25.5,-73.5,40.985
444,07/13/92 00:00:00,DI2,Bottom,8.0,4.3,16.8,25.0,-73.76666666666667,40.89444444444445
447,07/13/92 00:00:00,DI1,Bottom,7.0,4.4,16.9,25.0,-73.77333333333333,40.8925
450,07/21/92 00:00:00,A1,Bottom,24.0,4.9,19.1,26.0,-73.82666666666667,40.80333333333333
455,07/21/92 00:00:00,A2M,Bottom,30.0,5.9,18.7,26.0,-73.78333333333333,40.80166666666666
460,07/21/92 00:00:00,A3,Bottom,9.0,5.8,19.9,26.0,-73.755,40.84166666666667
463,07/21/92 00:00:00,A4,Bottom,4.5,10.6,21.1,26.0,-73.735,40.87638888888889
466,07/21/92 00:00:00,H-D,Bottom,4.0,5.0,20.4,25.5,-73.66000000000001,40.845
469,07/21/92 00:00:00,H-C,Bottom,8.0,2.8,19.8,26.0,-73.67500000000001,40.865
472,07/21/92 00:00:00,H-C1,Bottom,9.0,2.1,18.8,25.0,-73.69500000000001,40.88666666666666
475,07/21/92 00:00:00,A5,Bottom,9.0,3.7,18.9,25.0,-73.68666666666667,40.89833333333333
478,07/21/92 00:00:00,H-B,Bottom,12.0,4.2,18.2,25.0,-73.715,40.91333333333333
481,07/21/92 00:00:00,H-A3,Bottom,8.0,5.1,19.1,25.5,-73.72,40.92333333333333
484,07/21/92 00:00:00,B1S,Bottom,12.0,5.0,18.7,25.0,-73.66666666666667,40.94499999999999
487,07/21/92 00:00:00,B2,Bottom,17.0,4.8,17.8,25.0,-73.65333333333334,40.935
492,07/21/92 00:00:00,B3M,Bottom,17.0,3.2,17.3,24.5,-73.64500000000001,40.91999999999999
497,07/21/92 00:00:00,B4,Bottom,7.0,8.8,20.4,25.5,-73.635,40.90666666666667
500,07/21/92 00:00:00,C1,Bottom,18.0,6.3,17.8,25.0,-73.58,40.955
505,07/21/92 00:00:00,C2,Bottom,28.0,10.2,17.4,25.5,-73.5,40.985
510,07/21/92 00:00:00,DI2,Bottom,7.0,6.3,20.0,26.0,-73.76666666666667,40.89444444444445
513,07/21/92 00:00:00,DI1,Bottom,7.0,7.5,20.0,26.0,-73.77333333333333,40.8925
516,07/27/92 00:00:00,A1,Bottom,26.0,4.8,20.7,24.5,-73.82666666666667,40.80333333333333
521,07/27/92 00:00:00,A2M,Bottom,35.0,4.6,20.1,25.0,-73.78333333333333,40.80166666666666
526,07/27/92 00:00:00,A3,Bottom,12.0,4.3,20.2,25.0,-73.755,40.84166666666667
529,07/27/92 00:00:00,A4,Bottom,6.0,6.4,20.8,25.0,-73.735,40.87638888888889
532,07/27/92 00:00:00,H-D,Bottom,6.0,2.8,20.7,25.5,-73.66000000000001,40.845
535,07/27/92 00:00:00,H-C,Bottom,11.0,6.8,20.8,25.0,-73.67500000000001,40.865
538,07/27/92 00:00:00,H-C1,Bottom,12.0,5.5,20.7,25.5,-73.69500000000001,40.88666666666666
541,07/27/92 00:00:00,A5,Bottom,12.0,2.2,18.9,25.5,-73.68666666666667,40.89833333333333
544,07/27/92 00:00:00,H-B,Bottom,14.0,2.7,19.1,25.0,-73.715,40.91333333333333
547,07/27/92 00:00:00,H-A3,Bottom,10.0,4.9,20.0,25.0,-73.72,40.92333333333333
550,07/27/92 00:00:00,B1S,Bottom,14.0,3.4,19.2,25.0,-73.66666666666667,40.94499999999999
553,07/27/92 00:00:00,B2,Bottom,18.0,3.3,19.6,25.5,-73.65333333333334,40.935
558,07/27/92 00:00:00,B3M,Bottom,17.0,2.6,18.5,24.5,-73.64500000000001,40.91999999999999
563,07/27/92 00:00:00,B4,Bottom,8.0,2.7,19.1,25.0,-73.635,40.90666666666667
566,07/27/92 00:00:00,C1,Bottom,17.0,3.7,18.3,24.5,-73.58,40.955
571,07/27/92 00:00:00,C2,Bottom,30.0,4.0,18.0,24.5,-73.5,40.985
576,07/27/92 00:00:00,DI2,Bottom,6.0,5.1,20.9,25.5,-73.76666666666667,40.89444444444445
579,07/27/92 00:00:00,DI1,Bottom,6.0,4.8,21.2,25.5,-73.77333333333333,40.8925
582,08/03/92 00:00:00,A1,Bottom,23.0,4.6,20.3,25.0,-73.82666666666667,40.80333333333333
587,08/03/92 00:00:00,A2M,Bottom,29.0,4.1,20.0,25.0,-73.78333333333333,40.80166666666666
592,08/03/92 00:00:00,A3,Bottom,11.0,4.9,20.2,25.5,-73.755,40.84166666666667
595,08/03/92 00:00:00,A4,Bottom,4.0,6.9,20.8,25.0,-73.735,40.87638888888889
598,08/03/92 00:00:00,H-D,Bottom,4.0,5.5,20.8,25.5,-73.66000000000001,40.845
601,08/03/92 00:00:00,H-C,Bottom,7.0,6.1,20.7,24.0,-73.67500000000001,40.865
604,08/03/92 00:00:00,H-C1,Bottom,9.0,4.9,20.2,25.0,-73.69500000000001,40.88666666666666
607,08/03/92 00:00:00,A5,Bottom,9.0,5.7,20.1,25.0,-73.68666666666667,40.89833333333333
610,08/03/92 00:00:00,H-B,Bottom,11.0,4.8,19.5,25.0,-73.715,40.91333333333333
613,08/03/92 00:00:00,H-A3,Bottom,6.0,4.7,19.8,23.0,-73.72,40.92333333333333
616,08/03/92 00:00:00,B1S,Bottom,11.0,5.0,19.4,25.0,-73.66666666666667,40.94499999999999
619,08/03/92 00:00:00,B2,Bottom,15.0,4.4,19.2,26.0,-73.65333333333334,40.935
624,08/03/92 00:00:00,B3M,Bottom,15.0,4.3,19.2,26.0,-73.64500000000001,40.91999999999999
629,08/03/92 00:00:00,B4,Bottom,7.0,7.0,20.5,26.0,-73.635,40.90666666666667
632,08/03/92 00:00:00,C1,Bottom,16.0,4.7,19.1,26.0,-73.58,40.955
637,08/03/92 00:00:00,C2,Bottom,28.0,4.9,18.8,25.0,-73.5,40.985
642,08/03/92 00:00:00,DI2,Bottom,6.0,5.5,20.3,25.0,-73.76666666666667,40.89444444444445
645,08/03/92 00:00:00,DI1,Bottom,7.0,6.2,20.7,25.5,-73.77333333333333,40.8925
648,08/10/92 00:00:00,A1,Bottom,24.0,3.2,21.0,25.0,-73.82666666666667,40.80333333333333
653,08/10/92 00:00:00,A2M,Bottom,27.0,2.6,20.0,26.0,-73.78333333333333,40.80166666666666
658,08/10/92 00:00:00,A3,Bottom,12.0,3.0,20.4,25.0,-73.755,40.84166666666667
661,08/10/92 00:00:00,A4,Bottom,5.0,4.2,21.0,26.0,-73.735,40.87638888888889
664,08/10/92 00:00:00,H-D,Bottom,5.0,3.2,21.0,24.5,-73.66000000000001,40.845
667,08/10/92 00:00:00,H-C,Bottom,10.0,6.4,21.6,26.0,-73.67500000000001,40.865
670,08/10/92 00:00:00,H-C1,Bottom,12.0,2.2,20.0,26.0,-73.69500000000001,40.88666666666666
673,08/10/92 00:00:00,A5,Bottom,12.0,2.5,19.8,26.0,-73.68666666666667,40.89833333333333
676,08/10/92 00:00:00,H-B,Bottom,13.0,3.5,19.8,26.0,-73.715,40.91333333333333
679,08/10/92 00:00:00,H-A3,Bottom,9.0,4.8,20.2,26.0,-73.72,40.92333333333333
682,08/10/92 00:00:00,B1S,Bottom,13.0,3.3,19.8,26.0,-73.66666666666667,40.94499999999999
685,08/10/92 00:00:00,B2,Bottom,18.0,3.2,19.5,26.0,-73.65333333333334,40.935
690,08/10/92 00:00:00,B3M,Bottom,17.0,3.0,19.2,26.0,-73.64500000000001,40.91999999999999
695,08/10/92 00:00:00,B4,Bottom,8.0,4.0,20.5,25.5,-73.635,40.90666666666667
698,08/10/92 00:00:00,C1,Bottom,18.0,3.4,19.3,26.0,-73.58,40.955
703,08/10/92 00:00:00,C2,Bottom,30.0,3.6,19.0,26.0,-73.5,40.985
708,08/10/92 00:00:00,DI2,Bottom,7.0,5.0,21.5,26.0,-73.76666666666667,40.89444444444445
