,DATE,STATION_ID,CLASS,DEPTH_M,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY,LON,LAT
8975,07/28/03 00:00:00,8-403,Bottom,2.4,5.26,22.2,25.9,-73.76055555555556,40.77722222222222
8977,07/28/03 00:00:00,8-405,Bottom,3.7,4.01,19.0,26.2,-73.76361111111112,40.7925
8980,07/28/03 00:00:00,A3,Bottom,11.3,2.32,16.5,27.4,-73.755,40.84166666666667
8983,07/28/03 00:00:00,9-409,Bottom,4.6,5.32,20.6,26.4,-73.71805555555555,40.82888888888889
8986,07/28/03 00:00:00,9-412,Bottom,4.6,4.84,21.5,26.2,-73.7125,40.82222222222222
8989,07/28/03 00:00:00,9-413,Bottom,3.1,5.89,21.7,26.2,-73.71361111111112,40.80722222222222
8992,07/28/03 00:00:00,A4,Bottom,27.4,2.14,15.9,27.7,-73.735,40.87638888888889
8997,07/28/03 00:00:00,H-D,Bottom,6.1,4.35,20.6,26.5,-73.66000000000001,40.845
9000,07/28/03 00:00:00,H-C,Bottom,11.3,4.6,19.0,26.7,-73.67500000000001,40.865
9003,07/28/03 00:00:00,H-C1,Bottom,12.2,2.85,18.0,27.0,-73.69500000000001,40.88666666666666
9006,07/28/03 00:00:00,A5,Bottom,13.4,2.38,16.0,27.7,-73.68666666666667,40.89833333333333
9009,07/28/03 00:00:00,B4,Bottom,12.2,2.59,16.4,27.5,-73.635,40.90666666666667
9012,07/28/03 00:00:00,B3M,Bottom,18.3,2.64,16.1,27.8,-73.64500000000001,40.91999999999999
9017,07/28/03 00:00:00,B2,Bottom,18.3,2.86,15.9,27.9,-73.65333333333334,40.935
9022,07/28/03 00:00:00,B1S,Bottom,13.7,2.79,16.0,27.9,-73.66666666666667,40.94499999999999
9025,07/28/03 00:00:00,H-A3,Bottom,9.2,2.6,16.0,27.7,-73.72,40.92333333333333
9028,07/28/03 00:00:00,H-B,Bottom,13.7,2.49,15.8,27.8,-73.715,40.91333333333333
9031,07/28/03 00:00:00,DI2,Bottom,8.2,2.2,16.8,27.5,-73.76666666666667,40.89444444444445
9034,07/28/03 00:00:00,DI1,Bottom,9.2,2.55,16.7,27.5,-73.77333333333333,40.8925
9037,08/04/03 00:00:00,A1,Bottom,24.4,4.25,19.4,27.1,-73.82666666666667,40.80333333333333
9042,08/04/03 00:00:00,A2M,Bottom,30.5,3.77,19.2,27.3,-73.78333333333333,40.80166666666666
9047,08/04/03 00:00:00,8-403,Bottom,1.8,5.6,22.1,26.1,-73.76055555555556,40.77722222222222
9049,08/04/03 00:00:00,8-405,Bottom,2.4,4.59,20.6,26.3,-73.76361111111112,40.7925
9051,08/04/03 00:00:00,A3,Bottom,11.0,4.13,19.5,27.2,-73.755,40.84166666666667
9054,08/04/03 00:00:00,9-409,Bottom,3.1,7.39,21.8,26.5,-73.71805555555555,40.82888888888889
9057,08/04/03 00:00:00,9-412,Bottom,3.1,5.07,21.2,26.6,-73.7125,40.82222222222222
9060,08/04/03 00:00:00,9-413,Bottom,1.5,3.74,21.1,26.6,-73.71361111111112,40.80722222222222
9062,08/04/03 00:00:00,A4,Bottom,21.3,3.57,19.2,27.4,-73.735,40.87638888888889
9067,08/04/03 00:00:00,H-D,Bottom,3.7,4.47,20.7,26.9,-73.66000000000001,40.845
9070,08/04/03 00:00:00,H-C,Bottom,7.9,2.48,19.6,27.1,-73.67500000000001,40.865
9073,08/04/03 00:00:00,H-C1,Bottom,10.1,3.68,19.4,27.2,-73.69500000000001,40.88666666666666
9076,08/04/03 00:00:00,A5,Bottom,11.3,2.67,19.0,27.2,-73.68666666666667,40.89833333333333
9079,08/04/03 00:00:00,B4,Bottom,11.3,3.6,19.4,27.4,-73.635,40.90666666666667
9082,08/04/03 00:00:00,B3M,Bottom,16.5,2.06,18.2,27.6,-73.64500000000001,40.91999999999999
9087,08/04/03 00:00:00,B2,Bottom,18.3,2.24,18.2,27.7,-73.65333333333334,40.935
9092,08/04/03 00:00:00,B1S,Bottom,13.7,2.36,18.5,27.6,-73.66666666666667,40.94499999999999
9095,08/04/03 00:00:00,H-A3,Bottom,7.6,4.61,19.9,27.4,-73.72,40.92333333333333
9098,08/04/03 00:00:00,H-B,Bottom,12.8,3.08,19.2,27.6,-73.715,40.91333333333333
9101,08/04/03 00:00:00,DI2,Bottom,7.0,4.62,20.2,27.1,-73.76666666666667,40.89444444444445
9104,08/04/03 00:00:00,DI1,Bottom,11.0,4.87,20.5,27.0,-73.77333333333333,40.8925
9107,08/11/03 00:00:00,A1,Bottom,24.4,2.77,21.0,25.7,-73.82666666666667,40.80333333333333
9112,08/11/03 00:00:00,A2M,Bottom,30.5,2.4,20.3,26.6,-73.78333333333333,40.80166666666666
9117,08/11/03 00:00:00,8-403,Bottom,2.4,4.07,22.3,25.5,-73.76055555555556,40.77722222222222
9120,08/11/03 00:00:00,8-405,Bottom,3.7,3.43,21.1,26.0,-73.76361111111112,40.7925
9123,08/11/03 00:00:00,A3,Bottom,12.2,2.58,20.2,27.1,-73.755,40.84166666666667
9126,08/11/03 00:00:00,9-409,Bottom,4.8,4.77,21.6,26.4,-73.71805555555555,40.82888888888889
9129,08/11/03 00:00:00,9-412,Bottom,5.5,4.7,21.8,26.3,-73.7125,40.82222222222222
9132,08/11/03 00:00:00,9-413,Bottom,3.6,4.51,22.0,26.3,-73.71361111111112,40.80722222222222
9135,08/11/03 00:00:00,A4,Bottom,27.4,0.69,18.9,27.5,-73.735,40.87638888888889
9140,08/11/03 00:00:00,H-D,Bottom,6.1,2.11,21.2,26.8,-73.66000000000001,40.845
9143,08/11/03 00:00:00,H-C,Bottom,10.1,2.92,20.9,26.9,-73.67500000000001,40.865
9146,08/11/03 00:00:00,H-C1,Bottom,12.2,1.11,19.6,27.3,-73.69500000000001,40.88666666666666
9149,08/11/03 00:00:00,A5,Bottom,13.4,0.64,18.4,27.8,-73.68666666666667,40.89833333333333
9152,08/11/03 00:00:00,B4,Bottom,12.2,1.83,19.2,27.5,-73.635,40.90666666666667
9155,08/11/03 00:00:00,B3M,Bottom,18.3,0.93,18.4,27.8,-73.64500000000001,40.91999999999999
9160,08/11/03 00:00:00,B2,Bottom,19.8,1.44,18.4,28.0,-73.65333333333334,40.935
9165,08/11/03 00:00:00,B1S,Bottom,13.7,1.4,18.7,28.0,-73.66666666666667,40.94499999999999
9168,08/11/03 00:00:00,H-A3,Bottom,9.1,1.65,19.3,27.7,-73.72,40.92333333333333
9171,08/11/03 00:00:00,H-B,Bottom,13.7,1.26,18.8,27.9,-73.715,40.91333333333333
9174,08/11/03 00:00:00,DI2,Bottom,8.2,1.61,20.0,27.3,-73.76666666666667,40.89444444444445
9177,08/11/03 00:00:00,DI1,Bottom,11.6,2.21,20.5,27.2,-73.77333333333333,40.8925
9180,08/18/03 00:00:00,A1,Bottom,24.4,1.9,20.6,27.2,-73.82666666666667,40.80333333333333
9185,08/18/03 00:00:00,A2M,Bottom,30.5,1.0,20.1,27.6,-73.78333333333333,40.80166666666666
9190,08/18/03 00:00:00,8-403,Bottom,1.5,5.2,23.5,25.6,-73.76055555555556,40.77722222222222
9192,08/18/03 00:00:00,8-405,Bottom,2.7,3.3,21.8,26.1,-73.76361111111112,40.7925
9195,08/18/03 00:00:00,A3,Bottom,11.6,2.5,21.0,27.2,-73.755,40.84166666666667
9198,08/18/03 00:00:00,9-409,Bottom,3.0,3.6,22.2,26.6,-73.71805555555555,40.82888888888889
9201,08/18/03 00:00:00,9-412,Bottom,3.3,2.7,22.2,26.7,-73.7125,40.82222222222222
9204,08/18/03 00:00:00,9-413,Bottom,1.8,3.0,22.9,26.4,-73.71361111111112,40.80722222222222
9206,08/18/03 00:00:00,A4,Bottom,21.3,0.5,19.7,27.9,-73.735,40.87638888888889
9211,08/18/03 00:00:00,H-D,Bottom,4.3,0.3,21.1,27.0,-73.66000000000001,40.845
9214,08/18/03 00:00:00,H-C,Bottom,7.9,0.43,20.4,27.4,-73.67500000000001,40.865
9217,08/18/03 00:00:00,H-C1,Bottom,11.0,0.81,20.3,27.7,-73.69500000000001,40.88666666666666
9220,08/18/03 00:00:00,A5,Bottom,12.2,1.08,20.5,27.8,-73.68666666666667,40.89833333333333
9223,08/18/03 00:00:00,B4,Bottom,10.9,0.91,20.5,27.5,-73.635,40.90666666666667
9226,08/18/03 00:00:00,B3M,Bottom,17.7,0.24,19.2,28.3,-73.64500000000001,40.91999999999999
9231,08/18/03 00:00:00,B2,Bottom,18.3,0.59,19.3,28.4,-73.65333333333334,40.935
9236,08/18/03 00:00:00,B1S,Bottom,13.7,0.67,19.5,28.4,-73.66666666666667,40.94499999999999
9239,08/18/03 00:00:00,H-A3,Bottom,7.9,1.97,21.3,27.6,-73.72,40.92333333333333
9242,08/18/03 00:00:00,H-B,Bottom,12.8,0.54,19.8,28.1,-73.715,40.91333333333333
9245,08/18/03 00:00:00,DI2,Bottom,6.7,3.88,21.9,27.1,-73.76666666666667,40.89444444444445
9248,08/18/03 00:00:00,DI1,Bottom,10.4,3.09,21.8,27.2,-73.77333333333333,40.8925
9251,08/25/03 00:00:00,A1,Bottom,24.4,2.29,21.3,24.9,-73.82666666666667,40.80333333333333
9256,08/25/03 00:00:00,A2M,Bottom,30.5,0.76,20.2,26.2,-73.78333333333333,40.80166666666666
9261,08/25/03 00:00:00,8-403,Bottom,3.0,5.05,22.2,24.6,-73.76055555555556,40.77722222222222
9264,08/25/03 00:00:00,8-405,Bottom,3.9,2.9,21.3,24.9,-73.76361111111112,40.7925
9267,08/25/03 00:00:00,A3,Bottom,11.6,0.24,20.0,26.5,-73.755,40.84166666666667
9270,08/25/03 00:00:00,9-409,Bottom,4.9,4.48,22.0,25.2,-73.71805555555555,40.82888888888889
9273,08/25/03 00:00:00,9-412,Bottom,5.5,4.69,22.9,25.2,-73.7125,40.82222222222222
9276,08/25/03 00:00:00,9-413,Bottom,3.7,3.97,22.8,24.9,-73.71361111111112,40.80722222222222
9279,08/25/03 00:00:00,A4,Bottom,27.4,0.06,19.9,26.6,-73.735,40.87638888888889
9284,08/25/03 00:00:00,H-D,Bottom,6.1,0.64,21.5,25.7,-73.66000000000001,40.845
9287,08/25/03 00:00:00,H-C,Bottom,10.4,0.89,20.5,26.1,-73.67500000000001,40.865
9290,08/25/03 00:00:00,H-C1,Bottom,12.2,0.07,19.9,26.5,-73.69500000000001,40.88666666666666
9293,08/25/03 00:00:00,A5,Bottom,13.1,0.4,19.8,26.8,-73.68666666666667,40.89833333333333
9296,08/25/03 00:00:00,B4,Bottom,13.1,0.07,19.7,26.7,-73.635,40.90666666666667
9299,08/25/03 00:00:00,B3M,Bottom,18.3,0.93,19.6,27.0,-73.64500000000001,40.91999999999999
9304,08/25/03 00:00:00,B2,Bottom,18.9,0.88,19.8,26.9,-73.65333333333334,40.935
9309,08/25/03 00:00:00,B1S,Bottom,13.7,1.35,20.1,26.9,-73.66666666666667,40.94499999999999
9312,08/25/03 00:00:00,H-A3,Bottom,9.1,0.82,20.1,26.7,-73.72,40.92333333333333
9315,08/25/03 00:00:00,H-B,Bottom,13.7,1.14,19.8,26.9,-73.715,40.91333333333333
9318,08/25/03 00:00:00,DI2,Bottom,8.2,0.95,20.5,26.4,-73.76666666666667,40.89444444444445
9321,08/25/03 00:00:00,DI1,Bottom,11.3,1.5,20.8,26.4,-73.77333333333333,40.8925
9324,09/09/03 00:00:00,A1,Bottom,23.4,3.9,21.6,25.0,-73.82666666666667,40.80333333333333
9329,09/09/03 00:00:00,A2M,Bottom,30.5,4.1,21.3,25.9,-73.78333333333333,40.80166666666666
9334,09/09/03 00:00:00,8-403,Bottom,3.6,5.9,21.5,25.3,-73.76055555555556,40.77722222222222
9337,09/09/03 00:00:00,8-405,Bottom,4.6,4.0,21.3,25.4,-73.76361111111112,40.7925
9340,09/09/03 00:00:00,A3,Bottom,11.9,4.0,21.2,26.2,-73.755,40.84166666666667
9343,09/09/03 00:00:00,9-409,Bottom,5.5,4.6,21.4,25.9,-73.71805555555555,40.82888888888889
9346,09/09/03 00:00:00,9-412,Bottom,5.8,4.4,21.6,25.8,-73.7125,40.82222222222222
9349,09/09/03 00:00:00,9-413,Bottom,4.3,4.8,21.7,25.6,-73.71361111111112,40.80722222222222
9352,09/09/03 00:00:00,A4,Bottom,27.4,3.5,21.0,26.4,-73.735,40.87638888888889
9357,09/09/03 00:00:00,DI2,Bottom,8.5,5.1,21.3,26.3,-73.76666666666667,40.89444444444445
9360,09/09/03 00:00:00,DI1,Bottom,9.1,5.0,21.3,26.3,-73.77333333333333,40.8925
9363,09/15/03 00:00:00,A1,Bottom,22.9,5.2,21.2,27.5,-73.82666666666667,40.80333333333333
9368,09/15/03 00:00:00,A2M,Bottom,30.5,5.2,21.0,28.0,-73.78333333333333,40.80166666666666
9373,09/15/03 00:00:00,8-403,Bottom,1.8,3.6,21.8,26.7,-73.76055555555556,40.77722222222222
9375,09/15/03 00:00:00,8-405,Bottom,2.4,4.3,21.6,26.9,-73.76361111111112,40.7925
9377,09/15/03 00:00:00,A3,Bottom,12.2,4.9,21.3,27.5,-73.755,40.84166666666667
9380,09/15/03 00:00:00,9-409,Bottom,3.3,4.6,21.6,27.4,-73.71805555555555,40.82888888888889
9383,09/15/03 00:00:00,9-412,Bottom,3.3,3.8,21.4,27.4,-73.7125,40.82222222222222
9386,09/15/03 00:00:00,9-413,Bottom,1.8,2.4,21.4,27.3,-73.71361111111112,40.80722222222222
9388,09/15/03 00:00:00,A4,Bottom,21.3,5.1,21.0,28.2,-73.735,40.87638888888889
9393,09/15/03 00:00:00,H-D,Bottom,4.3,4.0,21.0,28.1,-73.66000000000001,40.845
9396,09/15/03 00:00:00,H-C,Bottom,9.1,5.3,20.9,28.1,-73.67500000000001,40.865
9399,09/15/03 00:00:00,H-C1,Bottom,11.0,6.5,21.0,28.0,-73.69500000000001,40.88666666666666
9402,09/15/03 00:00:00,A5,Bottom,12.2,6.32,20.9,28.2,-73.68666666666667,40.89833333333333
9405,09/15/03 00:00:00,B4,Bottom,11.6,6.91,21.0,28.2,-73.635,40.90666666666667
9408,09/15/03 00:00:00,B3M,Bottom,17.7,6.43,20.9,28.4,-73.64500000000001,40.91999999999999
9413,09/15/03 00:00:00,B2,Bottom,18.3,6.12,20.9,28.5,-73.65333333333334,40.935
9418,09/15/03 00:00:00,B1S,Bottom,13.7,5.3,20.9,28.5,-73.66666666666667,40.94499999999999
9421,09/15/03 00:00:00,H-A3,Bottom,8.2,5.4,21.1,28.3,-73.72,40.92333333333333
9424,09/15/03 00:00:00,H-B,Bottom,13.7,5.1,20.9,28.4,-73.715,40.91333333333333
9427,09/15/03 00:00:00,DI2,Bottom,7.3,4.9,21.2,28.0,-73.76666666666667,40.89444444444445
9430,09/15/03 00:00:00,DI1,Bottom,10.6,4.8,21.3,28.0,-73.77333333333333,40.8925
9433,09/22/03 00:00:00,A1,Bottom,24.4,5.0,21.8,26.6,-73.82666666666667,40.80333333333333
9438,09/22/03 00:00:00,A2M,Bottom,30.5,5.2,21.6,27.4,-73.78333333333333,40.80166666666666
9443,09/22/03 00:00:00,8-403,Bottom,3.3,6.0,22.5,26.6,-73.76055555555556,40.77722222222222
9446,09/22/03 00:00:00,8-405,Bottom,4.6,5.1,21.6,26.6,-73.76361111111112,40.7925
9449,09/22/03 00:00:00,A3,Bottom,12.2,5.1,21.5,27.6,-73.755,40.84166666666667
9452,09/22/03 00:00:00,9-409,Bottom,5.2,6.3,22.0,27.2,-73.71805555555555,40.82888888888889
9455,09/22/03 00:00:00,9-412,Bottom,5.2,5.3,22.1,27.2,-73.7125,40.82222222222222
9458,09/22/03 00:00:00,9-413,Bottom,3.7,4.4,22.1,27.3,-73.71361111111112,40.80722222222222
9461,09/22/03 00:00:00,A4,Bottom,27.4,4.7,21.2,28.1,-73.735,40.87638888888889
9466,09/22/03 00:00:00,H-D,Bottom,6.1,4.0,21.6,27.8,-73.66000000000001,40.845
9469,09/22/03 00:00:00,H-C,Bottom,10.4,4.5,21.4,27.9,-73.67500000000001,40.865
9472,09/22/03 00:00:00,H-C1,Bottom,12.2,5.0,21.4,28.0,-73.69500000000001,40.88666666666666
9475,09/22/03 00:00:00,A5,Bottom,13.7,4.6,21.1,28.2,-73.68666666666667,40.89833333333333
9478,09/22/03 00:00:00,B4,Bottom,12.2,4.8,21.2,28.2,-73.635,40.90666666666667
9481,09/22/03 00:00:00,B3M,Bottom,18.3,4.9,21.1,28.3,-73.64500000000001,40.91999999999999
9486,09/22/03 00:00:00,B2,Bottom,18.3,4.2,21.2,28.2,-73.65333333333334,40.935
9491,09/22/03 00:00:00,B1S,Bottom,13.7,6.0,21.2,28.2,-73.66666666666667,40.94499999999999
9494,09/22/03 00:00:00,H-A3,Bottom,8.5,5.4,21.1,28.1,-73.72,40.92333333333333
9497,09/22/03 00:00:00,H-B,Bottom,13.7,5.8,21.2,28.1,-73.715,40.91333333333333
9500,09/22/03 00:00:00,DI2,Bottom,7.3,5.22,21.4,27.8,-73.76666666666667,40.89444444444445
9503,09/22/03 00:00:00,DI1,Bottom,9.1,5.26,21.5,27.8,-73.77333333333333,40.8925
9506,06/28/04 00:00:00,A1,Bottom,22.3,2.5,17.2,26.2,-73.82666666666667,40.80333333333333
9511,06/28/04 00:00:00,A2M,Bottom,30.5,2.4,15.6,27.2,-73.78333333333333,40.80166666666666
9516,06/28/04 00:00:00,8-403,Bottom,3.3,2.8,18.3,26.1,-73.76055555555556,40.77722222222222
9519,06/28/04 00:00:00,8-405,Bottom,4.3,2.7,17.0,26.4,-73.76361111111112,40.7925
9522,06/28/04 00:00:00,A3,Bottom,12.2,2.6,15.7,27.1,-73.755,40.84166666666667
9525,06/28/04 00:00:00,9-409,Bottom,4.9,7.1,18.6,26.7,-73.71805555555555,40.82888888888889
9528,06/28/04 00:00:00,9-412,Bottom,4.9,5.5,18.6,26.7,-73.7125,40.82222222222222
9531,06/28/04 00:00:00,9-413,Bottom,3.6,2.1,18.8,26.7,-73.71361111111112,40.80722222222222
9534,06/28/04 00:00:00,A4,Bottom,24.4,2.0,14.5,27.8,-73.735,40.87638888888889
9539,06/28/04 00:00:00,H-D,Bottom,5.5,4.0,18.7,26.8,-73.66000000000001,40.845
9542,06/28/04 00:00:00,H-C,Bottom,9.8,1.4,16.0,27.2,-73.67500000000001,40.865
9545,06/28/04 00:00:00,H-C1,Bottom,11.6,2.5,14.3,27.8,-73.69500000000001,40.88666666666666
9548,06/28/04 00:00:00,A5,Bottom,12.5,2.1,14.0,27.9,-73.68666666666667,40.89833333333333
9551,06/28/04 00:00:00,B4,Bottom,11.6,2.0,14.0,27.9,-73.635,40.90666666666667
9554,06/28/04 00:00:00,B3M,Bottom,17.7,2.6,14.0,28.1,-73.64500000000001,40.91999999999999
9559,06/28/04 00:00:00,B2,Bottom,17.7,2.6,14.1,28.0,-73.65333333333334,40.935
9564,06/28/04 00:00:00,B1S,Bottom,13.7,2.2,14.6,27.9,-73.66666666666667,40.94499999999999
9567,06/28/04 00:00:00,H-A3,Bottom,7.9,2.1,15.5,27.7,-73.72,40.92333333333333
9570,06/28/04 00:00:00,H-B,Bottom,13.7,1.8,14.2,28.0,-73.715,40.91333333333333
9573,06/28/04 00:00:00,DI2,Bottom,6.7,1.9,16.3,27.4,-73.76666666666667,40.89444444444445
9576,06/28/04 00:00:00,DI1,Bottom,10.6,3.2,17.5,27.2,-73.77333333333333,40.8925
9579,07/06/04 00:00:00,A1,Bottom,23.8,4.2,17.1,27.5,-73.82666666666667,40.80333333333333
9584,07/06/04 00:00:00,A2M,Bottom,30.5,4.1,16.4,27.8,-73.78333333333333,40.80166666666666
9589,07/06/04 00:00:00,8-403,Bottom,1.2,2.6,19.2,26.4,-73.76055555555556,40.77722222222222
9591,07/06/04 00:00:00,8-405,Bottom,2.4,5.9,19.0,26.7,-73.76361111111112,40.7925
9593,07/06/04 00:00:00,A3,Bottom,11.6,3.5,17.0,27.6,-73.755,40.84166666666667
9596,07/06/04 00:00:00,9-409,Bottom,3.0,4.3,18.8,26.6,-73.71805555555555,40.82888888888889
9599,07/06/04 00:00:00,9-412,Bottom,3.0,2.4,18.8,27.0,-73.7125,40.82222222222222
9602,07/06/04 00:00:00,9-413,Bottom,1.8,2.0,19.3,26.5,-73.71361111111112,40.80722222222222
9604,07/06/04 00:00:00,A4,Bottom,24.4,3.6,16.3,28.0,-73.735,40.87638888888889
9609,07/06/04 00:00:00,H-D,Bottom,3.7,2.4,18.1,27.3,-73.66000000000001,40.845
9612,07/06/04 00:00:00,H-C,Bottom,7.3,2.8,17.6,27.4,-73.67500000000001,40.865
9615,07/06/04 00:00:00,H-C1,Bottom,9.8,2.7,16.6,27.8,-73.69500000000001,40.88666666666666
9618,07/06/04 00:00:00,A5,Bottom,10.7,2.9,16.5,27.8,-73.68666666666667,40.89833333333333
9621,07/06/04 00:00:00,B4,Bottom,9.5,4.0,17.3,27.7,-73.635,40.90666666666667
9624,07/06/04 00:00:00,B3M,Bottom,16.5,2.5,15.4,28.0,-73.64500000000001,40.91999999999999
9629,07/06/04 00:00:00,B2,Bottom,17.4,2.9,15.5,28.2,-73.65333333333334,40.935
9634,07/06/04 00:00:00,B1S,Bottom,13.4,3.3,15.9,28.2,-73.66666666666667,40.94499999999999
9637,07/06/04 00:00:00,H-A3,Bottom,7.6,2.8,16.5,28.1,-73.72,40.92333333333333
9640,07/06/04 00:00:00,H-B,Bottom,13.1,2.7,16.2,28.1,-73.715,40.91333333333333
9643,07/06/04 00:00:00,DI2,Bottom,6.4,2.9,17.3,27.8,-73.76666666666667,40.89444444444445
9646,07/06/04 00:00:00,DI1,Bottom,7.0,3.2,18.1,27.4,-73.77333333333333,40.8925
9649,07/12/04 00:00:00,A1,Bottom,22.3,3.3,19.0,27.1,-73.82666666666667,40.80333333333333
9654,07/12/04 00:00:00,A2M,Bottom,30.5,2.5,17.4,27.9,-73.78333333333333,40.80166666666666
9659,07/12/04 00:00:00,8-403,Bottom,3.4,5.1,20.9,26.8,-73.76055555555556,40.77722222222222
9662,07/12/04 00:00:00,8-405,Bottom,4.0,3.4,19.1,27.1,-73.76361111111112,40.7925
9665,07/12/04 00:00:00,A3,Bottom,11.0,2.5,17.2,28.0,-73.755,40.84166666666667
9668,07/12/04 00:00:00,9-409,Bottom,4.8,3.3,19.0,27.6,-73.71805555555555,40.82888888888889
9671,07/12/04 00:00:00,9-412,Bottom,5.2,3.1,19.1,27.5,-73.7125,40.82222222222222
9674,07/12/04 00:00:00,9-413,Bottom,3.1,2.0,19.9,27.4,-73.71361111111112,40.80722222222222
9677,07/12/04 00:00:00,A4,Bottom,22.9,2.1,16.5,28.2,-73.735,40.87638888888889
9682,07/12/04 00:00:00,H-D,Bottom,5.5,0.11,18.0,27.7,-73.66000000000001,40.845
9685,07/12/04 00:00:00,H-C,Bottom,9.8,0.77,17.7,27.9,-73.67500000000001,40.865
9688,07/12/04 00:00:00,H-C1,Bottom,11.6,0.88,16.5,28.1,-73.69500000000001,40.88666666666666
9691,07/12/04 00:00:00,A5,Bottom,12.5,1.9,16.2,28.3,-73.68666666666667,40.89833333333333
9694,07/12/04 00:00:00,B4,Bottom,12.2,2.4,16.2,28.6,-73.635,40.90666666666667
9697,07/12/04 00:00:00,B3M,Bottom,18.3,2.6,16.2,28.7,-73.64500000000001,40.91999999999999
9702,07/12/04 00:00:00,B2,Bottom,18.9,2.7,16.3,28.7,-73.65333333333334,40.935
9707,07/12/04 00:00:00,B1S,Bottom,13.7,3.1,17.9,28.4,-73.66666666666667,40.94499999999999
9710,07/12/04 00:00:00,H-A3,Bottom,8.2,2.6,17.7,28.2,-73.72,40.92333333333333
9713,07/12/04 00:00:00,H-B,Bottom,13.4,2.4,16.6,28.5,-73.715,40.91333333333333
9716,07/12/04 00:00:00,DI2,Bottom,7.0,2.4,18.3,27.9,-73.76666666666667,40.89444444444445
9719,07/12/04 00:00:00,DI1,Bottom,9.2,2.8,18.4,28.0,-73.77333333333333,40.8925
9722,07/19/04 00:00:00,A1,Bottom,22.3,3.3,19.0,27.1,-73.82666666666667,40.80333333333333
9727,07/19/04 00:00:00,A2M,Bottom,30.5,2.5,17.4,27.9,-73.78333333333333,40.80166666666666
9732,07/19/04 00:00:00,8-403,Bottom,3.4,5.1,20.9,26.8,-73.76055555555556,40.77722222222222
9735,07/19/04 00:00:00,8-405,Bottom,4.0,3.4,19.1,27.1,-73.76361111111112,40.7925
9738,07/19/04 00:00:00,A3,Bottom,11.0,2.5,17.2,28.0,-73.755,40.84166666666667
9741,07/19/04 00:00:00,9-409,Bottom,4.8,3.3,19.0,27.6,-73.71805555555555,40.82888888888889
9744,07/19/04 00:00:00,9-412,Bottom,5.2,3.1,19.1,27.5,-73.7125,40.82222222222222
9747,07/19/04 00:00:00,9-413,Bottom,3.1,2.0,19.9,27.4,-73.71361111111112,40.80722222222222
9750,07/19/04 00:00:00,A4,Bottom,22.9,2.1,16.5,28.2,-73.735,40.87638888888889
9755,07/19/04 00:00:00,H-D,Bottom,5.5,0.11,18.0,27.7,-73.66000000000001,40.845
9758,07/19/04 00:00:00,H-C,Bottom,9.8,0.77,17.7,27.9,-73.67500000000001,40.865
9761,07/19/04 00:00:00,H-C1,Bottom,11.6,0.88,16.5,28.1,-73.69500000000001,40.88666666666666
9764,07/19/04 00:00:00,A5,Bottom,12.5,1.9,16.2,28.3,-73.68666666666667,40.89833333333333
9767,07/19/04 00:00:00,B4,Bottom,12.2,2.4,16.2,28.6,-73.635,40.90666666666667
9770,07/19/04 00:00:00,B3M,Bottom,18.3,2.6,16.2,28.7,-73.64500000000001,40.91999999999999
9775,07/19/04 00:00:00,B2,Bottom,18.9,2.7,16.3,28.7,-73.65333333333334,40.935
9780,07/19/04 00:00:00,B1S,Bottom,13.7,3.1,17.9,28.4,-73.66666666666667,40.94499999999999
9783,07/19/04 00:00:00,H-A3,Bottom,8.2,2.6,17.7,28.2,-73.72,40.92333333333333
9786,07/19/04 00:00:00,H-B,Bottom,13.4,2.4,16.6,28.5,-73.715,40.91333333333333
9789,07/19/04 00:00:00,DI2,Bottom,7.0,2.4,18.3,27.9,-73.76666666666667,40.89444444444445
9792,07/19/04 00:00:00,DI1,Bottom,9.2,2.8,18.4,28.0,-73.77333333333333,40.8925
9795,07/26/04 00:00:00,A1,Bottom,24.4,3.2,20.3,25.0,-73.82666666666667,40.80333333333333
9800,07/26/04 00:00:00,A2M,Bottom,30.49,3.3,20.0,25.3,-73.78333333333333,40.80166666666666
9805,07/26/04 00:00:00,8-403,Bottom,3.4,3.4,21.1,24.4,-73.76055555555556,40.77722222222222
9808,07/26/04 00:00:00,8-405,Bottom,3.9,3.2,20.6,24.7,-73.76361111111112,40.7925
9811,07/26/04 00:00:00,A3,Bottom,11.3,3.6,20.1,25.4,-73.755,40.84166666666667
9814,07/26/04 00:00:00,9-409,Bottom,4.6,2.9,20.7,25.2,-73.71805555555555,40.82888888888889
9817,07/26/04 00:00:00,9-412,Bottom,4.6,2.6,20.8,25.1,-73.7125,40.82222222222222
9820,07/26/04 00:00:00,9-413,Bottom,3.0,2.3,21.4,25.1,-73.71361111111112,40.80722222222222
9823,07/26/04 00:00:00,A4,Bottom,18.9,3.3,20.1,27.7,-73.735,40.87638888888889
9828,07/26/04 00:00:00,H-D,Bottom,4.6,1.5,20.4,25.7,-73.66000000000001,40.845
9831,07/26/04 00:00:00,H-C,Bottom,7.9,3.6,20.4,25.6,-73.67500000000001,40.865
9834,07/26/04 00:00:00,H-C1,Bottom,10.6,3.8,20.4,25.8,-73.69500000000001,40.88666666666666
9837,07/26/04 00:00:00,A5,Bottom,11.9,2.1,19.6,25.7,-73.68666666666667,40.89833333333333
