,DATE,STATION_ID,CLASS,DEPTH_M,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY,LON,LAT
713,08/10/92 00:00:00,DI1,Surface,1.0,5.0,22.0,26.0,-73.77333333333333,40.8925
718,08/20/92 00:00:00,A1,Surface,1.0,4.4,21.0,26.0,-73.82666666666667,40.80333333333333
723,08/20/92 00:00:00,A2M,Surface,1.0,4.5,21.2,25.0,-73.78333333333333,40.80166666666666
726,08/20/92 00:00:00,A3,Surface,1.0,4.9,21.2,26.0,-73.755,40.84166666666667
729,08/20/92 00:00:00,A4,Surface,1.0,5.1,21.4,26.0,-73.735,40.87638888888889
732,08/20/92 00:00:00,H-D,Surface,1.0,6.4,21.8,26.0,-73.66000000000001,40.845
735,08/20/92 00:00:00,H-C,Surface,1.0,8.8,21.8,26.0,-73.67500000000001,40.865
738,08/20/92 00:00:00,H-C1,Surface,1.0,6.0,21.4,26.0,-73.69500000000001,40.88666666666666
741,08/20/92 00:00:00,A5,Surface,1.0,6.7,21.5,26.5,-73.68666666666667,40.89833333333333
744,08/20/92 00:00:00,H-B,Surface,1.0,6.9,21.2,26.5,-73.715,40.91333333333333
747,08/20/92 00:00:00,H-A3,Surface,1.0,4.6,20.9,27.0,-73.72,40.92333333333333
750,08/20/92 00:00:00,B1S,Surface,1.0,5.7,20.8,27.0,-73.66666666666667,40.94499999999999
755,08/20/92 00:00:00,B2,Surface,1.0,7.2,21.1,26.0,-73.65333333333334,40.935
760,08/20/92 00:00:00,B3M,Surface,1.0,10.8,21.5,26.0,-73.64500000000001,40.91999999999999
763,08/20/92 00:00:00,B4,Surface,1.0,9.9,21.7,26.0,-73.635,40.90666666666667
768,08/26/92 00:00:00,A1,Surface,1.0,4.0,22.5,26.5,-73.82666666666667,40.80333333333333
773,08/26/92 00:00:00,A2M,Surface,1.0,4.4,22.0,26.5,-73.78333333333333,40.80166666666666
776,08/26/92 00:00:00,A3,Surface,1.0,6.0,22.0,27.0,-73.755,40.84166666666667
779,08/26/92 00:00:00,A4,Surface,1.0,7.3,22.2,27.0,-73.735,40.87638888888889
782,08/26/92 00:00:00,H-D,Surface,1.0,8.8,23.0,27.0,-73.66000000000001,40.845
785,08/26/92 00:00:00,H-C,Surface,1.0,10.0,23.0,27.0,-73.67500000000001,40.865
788,08/26/92 00:00:00,H-C1,Surface,1.0,11.5,23.0,27.0,-73.69500000000001,40.88666666666666
791,08/26/92 00:00:00,A5,Surface,1.0,10.0,23.0,27.0,-73.68666666666667,40.89833333333333
794,08/26/92 00:00:00,H-B,Surface,1.0,9.8,22.5,27.0,-73.715,40.91333333333333
797,08/26/92 00:00:00,H-A3,Surface,1.0,8.5,22.5,27.5,-73.72,40.92333333333333
800,08/26/92 00:00:00,B1S,Surface,1.0,11.8,22.0,27.0,-73.66666666666667,40.94499999999999
805,08/26/92 00:00:00,B2,Surface,1.0,11.5,23.0,27.0,-73.65333333333334,40.935
810,08/26/92 00:00:00,B3M,Surface,1.0,11.0,23.0,27.0,-73.64500000000001,40.91999999999999
813,08/26/92 00:00:00,B4,Surface,1.0,9.6,23.0,27.0,-73.635,40.90666666666667
818,08/26/92 00:00:00,C1,Surface,1.0,11.8,23.0,27.0,-73.58,40.955
823,08/26/92 00:00:00,C2,Surface,1.0,9.5,23.0,27.0,-73.5,40.985
827,08/26/92 00:00:00,DI2,Surface,1.0,8.6,23.5,27.0,-73.76666666666667,40.89444444444445
829,08/26/92 00:00:00,DI1,Surface,1.0,9.4,23.5,27.0,-73.77333333333333,40.8925
834,08/31/92 00:00:00,A1,Surface,1.0,3.8,22.5,27.0,-73.82666666666667,40.80333333333333
839,08/31/92 00:00:00,A2M,Surface,1.0,3.8,22.0,27.0,-73.78333333333333,40.80166666666666
842,08/31/92 00:00:00,A3,Surface,1.0,4.2,22.0,27.0,-73.755,40.84166666666667
845,08/31/92 00:00:00,A4,Surface,1.0,5.5,22.0,27.0,-73.735,40.87638888888889
848,08/31/92 00:00:00,H-D,Surface,1.0,5.4,23.0,27.0,-73.66000000000001,40.845
851,08/31/92 00:00:00,H-C,Surface,1.0,6.4,22.0,27.0,-73.67500000000001,40.865
854,08/31/92 00:00:00,H-C1,Surface,1.0,4.8,22.0,27.5,-73.69500000000001,40.88666666666666
857,08/31/92 00:00:00,A5,Surface,1.0,5.2,22.0,27.5,-73.68666666666667,40.89833333333333
860,08/31/92 00:00:00,H-B,Surface,1.0,4.5,21.5,27.0,-73.715,40.91333333333333
863,08/31/92 00:00:00,H-A3,Surface,1.0,5.4,22.0,27.5,-73.72,40.92333333333333
866,08/31/92 00:00:00,B1S,Surface,1.0,5.0,22.0,27.0,-73.66666666666667,40.94499999999999
871,08/31/92 00:00:00,B2,Surface,1.0,5.4,22.0,27.0,-73.65333333333334,40.935
876,08/31/92 00:00:00,B3M,Surface,1.0,5.4,22.0,27.0,-73.64500000000001,40.91999999999999
879,08/31/92 00:00:00,B4,Surface,1.0,6.2,22.0,27.0,-73.635,40.90666666666667
882,08/31/92 00:00:00,DI2,Surface,1.0,5.2,22.0,27.5,-73.76666666666667,40.89444444444445
885,08/31/92 00:00:00,DI1,Surface,1.0,5.0,22.0,27.0,-73.77333333333333,40.8925
890,09/08/92 00:00:00,A1,Surface,1.0,3.4,22.5,23.0,-73.82666666666667,40.80333333333333
895,09/08/92 00:00:00,A2M,Surface,1.0,3.8,22.0,23.0,-73.78333333333333,40.80166666666666
898,09/08/92 00:00:00,A3,Surface,1.0,5.4,22.0,24.0,-73.755,40.84166666666667
901,09/08/92 00:00:00,A4,Surface,1.0,5.3,22.0,25.0,-73.735,40.87638888888889
904,09/08/92 00:00:00,H-D,Surface,1.0,4.0,22.0,25.0,-73.66000000000001,40.845
907,09/08/92 00:00:00,H-C,Surface,1.0,6.4,22.0,25.5,-73.67500000000001,40.865
910,09/08/92 00:00:00,H-C1,Surface,1.0,6.2,22.0,25.5,-73.69500000000001,40.88666666666666
913,09/08/92 00:00:00,A5,Surface,1.0,6.2,22.0,26.0,-73.68666666666667,40.89833333333333
916,09/08/92 00:00:00,H-B,Surface,1.0,6.5,22.0,25.5,-73.715,40.91333333333333
919,09/08/92 00:00:00,H-A3,Surface,1.0,6.6,22.0,26.0,-73.72,40.92333333333333
922,09/08/92 00:00:00,B1S,Surface,1.0,6.8,22.0,26.0,-73.66666666666667,40.94499999999999
927,09/08/92 00:00:00,B2,Surface,1.0,7.2,22.0,26.0,-73.65333333333334,40.935
932,09/08/92 00:00:00,B3M,Surface,1.0,6.4,22.0,26.0,-73.64500000000001,40.91999999999999
935,09/08/92 00:00:00,B4,Surface,1.0,5.4,22.0,26.0,-73.635,40.90666666666667
940,09/08/92 00:00:00,C1,Surface,1.0,6.2,22.0,26.0,-73.58,40.955
944,09/08/92 00:00:00,C2,Surface,8.0,5.2,22.0,26.0,-73.5,40.985
945,09/08/92 00:00:00,C1,Surface,1.0,6.1,22.0,26.0,-73.58,40.955
948,09/08/92 00:00:00,DI2,Surface,1.0,5.8,22.0,25.0,-73.76666666666667,40.89444444444445
951,09/08/92 00:00:00,DI1,Surface,1.0,5.4,22.0,25.0,-73.77333333333333,40.8925
956,09/14/92 00:00:00,A1,Surface,1.0,4.0,22.0,25.5,-73.82666666666667,40.80333333333333
961,09/14/92 00:00:00,A2M,Surface,1.0,4.4,22.0,26.0,-73.78333333333333,40.80166666666666
964,09/14/92 00:00:00,A3,Surface,1.0,4.7,21.5,26.0,-73.755,40.84166666666667
967,09/14/92 00:00:00,A4,Surface,1.0,5.4,22.0,26.0,-73.735,40.87638888888889
970,09/14/92 00:00:00,H-D,Surface,1.0,6.6,22.0,26.0,-73.66000000000001,40.845
973,09/14/92 00:00:00,H-C,Surface,1.0,6.0,22.0,26.0,-73.67500000000001,40.865
976,09/14/92 00:00:00,H-C1,Surface,1.0,5.4,22.0,26.0,-73.69500000000001,40.88666666666666
979,09/14/92 00:00:00,A5,Surface,1.0,5.6,22.0,26.0,-73.68666666666667,40.89833333333333
982,09/14/92 00:00:00,H-B,Surface,1.0,5.6,22.0,26.0,-73.715,40.91333333333333
985,09/14/92 00:00:00,H-A3,Surface,1.0,6.0,21.5,26.0,-73.72,40.92333333333333
988,09/14/92 00:00:00,B1S,Surface,1.0,5.3,21.5,26.0,-73.66666666666667,40.94499999999999
993,09/14/92 00:00:00,B2,Surface,1.0,6.2,22.0,24.5,-73.65333333333334,40.935
998,09/14/92 00:00:00,B3M,Surface,1.0,6.7,21.5,26.0,-73.64500000000001,40.91999999999999
1001,09/14/92 00:00:00,B4,Surface,1.0,6.3,21.5,26.0,-73.635,40.90666666666667
1006,09/14/92 00:00:00,C1,Surface,1.0,6.8,21.5,26.0,-73.58,40.955
1011,09/14/92 00:00:00,C2,Surface,1.0,7.2,22.0,26.0,-73.5,40.985
1014,09/14/92 00:00:00,DI2,Surface,1.0,6.4,22.0,26.0,-73.76666666666667,40.89444444444445
1017,09/14/92 00:00:00,DI1,Surface,1.0,5.8,22.0,26.0,-73.77333333333333,40.8925
1022,06/29/93 00:00:00,A1,Surface,1.0,6.0,17.8,28.0,-73.82666666666667,40.80333333333333
1027,06/29/93 00:00:00,A2M,Surface,1.0,6.4,17.5,26.0,-73.78333333333333,40.80166666666666
1030,06/29/93 00:00:00,A3,Surface,1.0,8.1,17.5,26.0,-73.755,40.84166666666667
1033,06/29/93 00:00:00,A4,Surface,1.0,9.6,17.2,26.0,-73.735,40.87638888888889
1036,06/29/93 00:00:00,H-D,Surface,1.0,10.0,18.5,25.0,-73.66000000000001,40.845
1039,06/29/93 00:00:00,H-C,Surface,1.0,11.0,19.0,24.0,-73.67500000000001,40.865
1042,06/29/93 00:00:00,H-C1,Surface,1.0,9.4,18.0,24.0,-73.69500000000001,40.88666666666666
1045,06/29/93 00:00:00,A5,Surface,1.0,11.0,18.0,24.0,-73.68666666666667,40.89833333333333
1048,06/29/93 00:00:00,H-B,Surface,1.0,10.2,18.0,24.0,-73.715,40.91333333333333
1051,06/29/93 00:00:00,H-A3,Surface,1.0,9.4,18.0,24.0,-73.72,40.92333333333333
1054,06/29/93 00:00:00,B1S,Surface,1.0,10.8,18.0,24.0,-73.66666666666667,40.94499999999999
1059,06/29/93 00:00:00,B2,Surface,1.0,12.0,19.0,26.0,-73.65333333333334,40.935
1064,06/29/93 00:00:00,B3M,Surface,1.0,9.6,19.0,25.0,-73.64500000000001,40.91999999999999
1067,06/29/93 00:00:00,B4,Surface,1.0,11.8,19.0,25.0,-73.635,40.90666666666667
1072,06/29/93 00:00:00,C1,Surface,1.0,11.2,18.0,25.0,-73.58,40.955
1077,06/29/93 00:00:00,C2,Surface,1.0,10.0,17.0,25.0,-73.5,40.985
1080,06/29/93 00:00:00,DI2,Surface,1.0,9.4,18.0,24.5,-73.76666666666667,40.89444444444445
1083,06/29/93 00:00:00,DI1,Surface,1.0,8.4,18.0,24.5,-73.77333333333333,40.8925
1088,07/06/93 00:00:00,A1,Surface,1.0,5.8,21.0,24.0,-73.82666666666667,40.80333333333333
1093,07/06/93 00:00:00,A2M,Surface,1.0,6.0,21.0,25.0,-73.78333333333333,40.80166666666666
1096,07/06/93 00:00:00,A3,Surface,1.0,7.2,21.0,25.0,-73.755,40.84166666666667
1099,07/06/93 00:00:00,A4,Surface,1.0,9.4,21.0,25.0,-73.735,40.87638888888889
1102,07/06/93 00:00:00,H-D,Surface,1.0,11.2,22.0,26.0,-73.66000000000001,40.845
1105,07/06/93 00:00:00,H-C,Surface,1.0,8.6,21.0,26.0,-73.67500000000001,40.865
1108,07/06/93 00:00:00,H-C1,Surface,1.0,11.4,22.0,25.5,-73.69500000000001,40.88666666666666
1111,07/06/93 00:00:00,A5,Surface,1.0,10.8,22.0,26.0,-73.68666666666667,40.89833333333333
1114,07/06/93 00:00:00,H-B,Surface,1.0,8.6,22.0,26.5,-73.715,40.91333333333333
1117,07/06/93 00:00:00,H-A3,Surface,1.0,8.2,22.0,26.0,-73.72,40.92333333333333
1120,07/06/93 00:00:00,B1S,Surface,1.0,7.2,21.5,26.0,-73.66666666666667,40.94499999999999
1125,07/06/93 00:00:00,B2,Surface,1.0,8.6,22.5,27.0,-73.65333333333334,40.935
1130,07/06/93 00:00:00,B3M,Surface,1.0,6.0,22.5,26.0,-73.64500000000001,40.91999999999999
1133,07/06/93 00:00:00,B4,Surface,1.0,8.4,22.0,26.0,-73.635,40.90666666666667
1138,07/06/93 00:00:00,C1,Surface,1.0,7.6,22.5,27.0,-73.58,40.955
1143,07/06/93 00:00:00,C2,Surface,1.0,8.3,22.5,26.0,-73.5,40.985
1146,07/06/93 00:00:00,DI2,Surface,1.0,8.2,22.0,26.0,-73.76666666666667,40.89444444444445
1149,07/06/93 00:00:00,DI1,Surface,1.0,8.2,22.0,26.0,-73.77333333333333,40.8925
1154,07/12/93 00:00:00,A1,Surface,1.0,4.5,21.5,26.0,-73.82666666666667,40.80333333333333
1159,07/12/93 00:00:00,A2M,Surface,1.0,4.4,21.0,25.0,-73.78333333333333,40.80166666666666
1162,07/12/93 00:00:00,A3,Surface,1.0,8.5,22.0,26.0,-73.755,40.84166666666667
1165,07/12/93 00:00:00,A4,Surface,1.0,9.5,22.0,25.0,-73.735,40.87638888888889
1168,07/12/93 00:00:00,H-D,Surface,1.0,9.5,24.0,27.0,-73.66000000000001,40.845
1171,07/12/93 00:00:00,H-C,Surface,1.0,11.0,24.0,27.5,-73.67500000000001,40.865
1174,07/12/93 00:00:00,H-C1,Surface,1.0,11.8,23.0,27.0,-73.69500000000001,40.88666666666666
1177,07/12/93 00:00:00,A5,Surface,1.0,9.4,22.0,26.0,-73.68666666666667,40.89833333333333
1180,07/12/93 00:00:00,H-B,Surface,1.0,9.7,22.0,26.0,-73.715,40.91333333333333
1183,07/12/93 00:00:00,H-A3,Surface,1.0,5.7,20.0,26.0,-73.72,40.92333333333333
1186,07/12/93 00:00:00,B1S,Surface,1.0,7.9,21.0,26.0,-73.66666666666667,40.94499999999999
1191,07/12/93 00:00:00,B2,Surface,1.0,10.3,22.0,26.0,-73.65333333333334,40.935
1196,07/12/93 00:00:00,B3M,Surface,1.0,9.4,22.0,26.0,-73.64500000000001,40.91999999999999
1199,07/12/93 00:00:00,B4,Surface,1.0,11.2,24.0,27.0,-73.635,40.90666666666667
1204,07/12/93 00:00:00,C1,Surface,1.0,8.4,22.0,26.0,-73.58,40.955
1209,07/12/93 00:00:00,C2,Surface,1.0,9.0,23.0,27.0,-73.5,40.985
1212,07/12/93 00:00:00,DI2,Surface,1.0,8.9,22.0,26.0,-73.76666666666667,40.89444444444445
1215,07/12/93 00:00:00,DI1,Surface,1.0,8.3,22.0,26.0,-73.77333333333333,40.8925
1220,07/19/93 00:00:00,A1,Surface,1.0,4.3,19.0,24.0,-73.82666666666667,40.80333333333333
1225,07/19/93 00:00:00,A2M,Surface,1.0,4.6,19.5,24.5,-73.78333333333333,40.80166666666666
1228,07/19/93 00:00:00,A3,Surface,1.0,7.8,19.0,25.0,-73.755,40.84166666666667
1231,07/19/93 00:00:00,A4,Surface,1.0,8.2,20.0,25.0,-73.735,40.87638888888889
1234,07/19/93 00:00:00,H-D,Surface,1.0,6.8,19.0,25.5,-73.66000000000001,40.845
1237,07/19/93 00:00:00,H-C,Surface,1.0,8.4,19.0,26.0,-73.67500000000001,40.865
1240,07/19/93 00:00:00,H-C1,Surface,1.0,9.0,21.0,25.5,-73.69500000000001,40.88666666666666
1243,07/19/93 00:00:00,A5,Surface,1.0,9.0,20.0,25.0,-73.68666666666667,40.89833333333333
1246,07/19/93 00:00:00,H-B,Surface,1.0,8.7,20.0,25.5,-73.715,40.91333333333333
1249,07/19/93 00:00:00,H-A3,Surface,1.0,7.0,19.5,25.0,-73.72,40.92333333333333
1252,07/19/93 00:00:00,B1S,Surface,1.0,6.8,19.5,25.5,-73.66666666666667,40.94499999999999
1257,07/19/93 00:00:00,B2,Surface,1.0,8.7,20.5,26.0,-73.65333333333334,40.935
1262,07/19/93 00:00:00,B3M,Surface,1.0,9.3,21.0,26.0,-73.64500000000001,40.91999999999999
1265,07/19/93 00:00:00,B4,Surface,1.0,8.2,21.5,26.0,-73.635,40.90666666666667
1270,07/19/93 00:00:00,C1,Surface,1.0,8.3,21.0,26.0,-73.58,40.955
1275,07/19/93 00:00:00,C2,Surface,1.0,7.9,21.5,25.5,-73.5,40.985
1278,07/19/93 00:00:00,DI2,Surface,1.0,7.7,20.0,25.0,-73.76666666666667,40.89444444444445
1281,07/19/93 00:00:00,DI1,Surface,1.0,6.5,20.0,25.0,-73.77333333333333,40.8925
1286,07/26/93 00:00:00,A1,Surface,1.0,6.4,21.0,25.0,-73.82666666666667,40.80333333333333
1291,07/26/93 00:00:00,A2M,Surface,1.0,6.4,21.0,25.0,-73.78333333333333,40.80166666666666
1294,07/26/93 00:00:00,A3,Surface,1.0,7.2,21.0,26.0,-73.755,40.84166666666667
1297,07/26/93 00:00:00,A4,Surface,1.0,7.0,21.0,25.0,-73.735,40.87638888888889
1300,07/26/93 00:00:00,H-D,Surface,1.0,7.2,21.0,25.0,-73.66000000000001,40.845
1303,07/26/93 00:00:00,H-C,Surface,1.0,7.8,21.5,26.0,-73.67500000000001,40.865
1306,07/26/93 00:00:00,H-C1,Surface,1.0,7.4,21.0,25.0,-73.69500000000001,40.88666666666666
1309,07/26/93 00:00:00,A5,Surface,1.0,7.5,21.0,25.0,-73.68666666666667,40.89833333333333
1312,07/26/93 00:00:00,H-B,Surface,1.0,8.8,21.5,26.0,-73.715,40.91333333333333
1315,07/26/93 00:00:00,H-A3,Surface,1.0,9.2,21.5,25.0,-73.72,40.92333333333333
1318,07/26/93 00:00:00,B1S,Surface,1.0,9.6,22.0,26.0,-73.66666666666667,40.94499999999999
1323,07/26/93 00:00:00,B2,Surface,1.0,9.3,22.0,26.0,-73.65333333333334,40.935
1328,07/26/93 00:00:00,B3M,Surface,1.0,9.0,21.5,25.0,-73.64500000000001,40.91999999999999
1331,07/26/93 00:00:00,B4,Surface,1.0,9.0,21.5,25.0,-73.635,40.90666666666667
1336,07/26/93 00:00:00,C1,Surface,1.0,7.8,22.0,26.0,-73.58,40.955
1341,07/26/93 00:00:00,C2,Surface,1.0,9.0,22.0,26.0,-73.5,40.985
1344,07/26/93 00:00:00,DI2,Surface,1.0,7.7,22.0,25.0,-73.76666666666667,40.89444444444445
1347,07/26/93 00:00:00,DI1,Surface,1.0,7.4,22.0,26.0,-73.77333333333333,40.8925
1352,08/02/93 00:00:00,A1,Surface,1.0,3.6,21.0,25.0,-73.82666666666667,40.80333333333333
1357,08/02/93 00:00:00,A2M,Surface,1.0,3.8,21.0,26.0,-73.78333333333333,40.80166666666666
1360,08/02/93 00:00:00,A3,Surface,1.0,5.3,21.0,26.0,-73.755,40.84166666666667
1363,08/02/93 00:00:00,A4,Surface,1.0,4.4,21.5,26.0,-73.735,40.87638888888889
1366,08/02/93 00:00:00,H-D,Surface,1.0,4.3,21.0,26.0,-73.66000000000001,40.845
1369,08/02/93 00:00:00,H-C,Surface,1.0,4.0,21.0,26.0,-73.67500000000001,40.865
1372,08/02/93 00:00:00,H-C1,Surface,1.0,5.8,22.0,25.0,-73.69500000000001,40.88666666666666
1375,08/02/93 00:00:00,A5,Surface,1.0,6.8,21.5,26.0,-73.68666666666667,40.89833333333333
1378,08/02/93 00:00:00,H-B,Surface,1.0,7.8,22.0,26.5,-73.715,40.91333333333333
1381,08/02/93 00:00:00,H-A3,Surface,1.0,7.6,22.0,26.0,-73.72,40.92333333333333
1384,08/02/93 00:00:00,B1S,Surface,1.0,7.0,22.0,27.0,-73.66666666666667,40.94499999999999
1389,08/02/93 00:00:00,B2,Surface,1.0,7.6,22.0,27.0,-73.65333333333334,40.935
1394,08/02/93 00:00:00,B3M,Surface,1.0,7.5,22.0,27.0,-73.64500000000001,40.91999999999999
1397,08/02/93 00:00:00,B4,Surface,1.0,6.6,22.0,27.0,-73.635,40.90666666666667
1402,08/02/93 00:00:00,C1,Surface,1.0,7.5,22.0,27.0,-73.58,40.955
1407,08/02/93 00:00:00,C2,Surface,1.0,7.4,22.0,27.0,-73.5,40.985
1410,08/02/93 00:00:00,DI2,Surface,1.0,6.1,22.0,26.0,-73.76666666666667,40.89444444444445
1413,08/02/93 00:00:00,DI1,Surface,1.0,5.5,22.0,26.0,-73.77333333333333,40.8925
1418,08/09/93 00:00:00,A1,Surface,1.0,3.4,21.0,26.0,-73.82666666666667,40.80333333333333
1423,08/09/93 00:00:00,A2M,Surface,1.0,4.1,21.5,26.0,-73.78333333333333,40.80166666666666
1426,08/09/93 00:00:00,A3,Surface,1.0,4.6,21.0,26.0,-73.755,40.84166666666667
1429,08/09/93 00:00:00,A4,Surface,1.0,5.6,22.0,26.0,-73.735,40.87638888888889
1432,08/09/93 00:00:00,H-D,Surface,1.0,3.6,22.0,26.0,-73.66000000000001,40.845
1435,08/09/93 00:00:00,H-C,Surface,1.0,4.2,22.0,26.0,-73.67500000000001,40.865
1438,08/09/93 00:00:00,H-C1,Surface,1.0,6.8,22.5,26.0,-73.69500000000001,40.88666666666666
1441,08/09/93 00:00:00,A5,Surface,1.0,7.2,22.0,26.0,-73.68666666666667,40.89833333333333
1444,08/09/93 00:00:00,H-B,Surface,1.0,7.4,22.0,26.0,-73.715,40.91333333333333
1447,08/09/93 00:00:00,H-A3,Surface,1.0,6.2,22.5,26.0,-73.72,40.92333333333333
1450,08/09/93 00:00:00,B1S,Surface,1.0,6.2,22.5,26.0,-73.66666666666667,40.94499999999999
1455,08/09/93 00:00:00,B2,Surface,1.0,6.5,22.5,27.0,-73.65333333333334,40.935
1460,08/09/93 00:00:00,B3M,Surface,1.0,6.8,22.0,26.0,-73.64500000000001,40.91999999999999
1463,08/09/93 00:00:00,B4,Surface,1.0,6.8,22.0,26.0,-73.635,40.90666666666667
1468,08/09/93 00:00:00,C1,Surface,1.0,6.8,22.0,26.0,-73.58,40.955
1473,08/09/93 00:00:00,C2,Surface,1.0,6.5,22.0,26.0,-73.5,40.985
1476,08/09/93 00:00:00,DI2,Surface,1.0,7.2,22.5,26.0,-73.76666666666667,40.89444444444445
1479,08/09/93 00:00:00,DI1,Surface,1.0,5.5,22.0,26.0,-73.77333333333333,40.8925
1484,08/16/93 00:00:00,A1,Surface,1.0,2.4,23.0,26.0,-73.82666666666667,40.80333333333333
1489,08/16/93 00:00:00,A2M,Surface,1.0,2.5,22.0,26.0,-73.78333333333333,40.80166666666666
1492,08/16/93 00:00:00,A3,Surface,1.0,4.6,23.0,26.0,-73.755,40.84166666666667
1495,08/16/93 00:00:00,A4,Surface,1.0,4.1,22.0,26.0,-73.735,40.87638888888889
1498,08/16/93 00:00:00,H-D,Surface,1.0,3.4,23.0,27.0,-73.66000000000001,40.845
1501,08/16/93 00:00:00,H-C,Surface,1.0,5.2,23.0,27.0,-73.67500000000001,40.865
1504,08/16/93 00:00:00,H-C1,Surface,1.0,6.5,23.0,27.0,-73.69500000000001,40.88666666666666
1507,08/16/93 00:00:00,A5,Surface,1.0,7.4,23.0,27.0,-73.68666666666667,40.89833333333333
1510,08/16/93 00:00:00,H-B,Surface,1.0,8.0,24.0,27.0,-73.715,40.91333333333333
1513,08/16/93 00:00:00,H-A3,Surface,1.0,8.2,24.0,27.0,-73.72,40.92333333333333
1516,08/16/93 00:00:00,B1S,Surface,1.0,8.4,23.5,28.0,-73.66666666666667,40.94499999999999
1521,08/16/93 00:00:00,B2,Surface,1.0,8.0,23.5,27.0,-73.65333333333334,40.935
1526,08/16/93 00:00:00,B3M,Surface,1.0,7.6,23.5,27.0,-73.64500000000001,40.91999999999999
1529,08/16/93 00:00:00,B4,Surface,1.0,6.8,23.0,27.0,-73.635,40.90666666666667
1534,08/16/93 00:00:00,C1,Surface,1.0,8.1,23.0,28.0,-73.58,40.955
1539,08/16/93 00:00:00,C2,Surface,1.0,7.6,23.0,27.0,-73.5,40.985
1542,08/16/93 00:00:00,DI2,Surface,1.0,5.8,23.0,27.0,-73.76666666666667,40.89444444444445
1545,08/16/93 00:00:00,DI1,Surface,1.0,6.1,23.0,27.0,-73.77333333333333,40.8925
1550,08/23/93 00:00:00,A1,Surface,1.0,4.5,22.0,24.0,-73.82666666666667,40.80333333333333
1555,08/23/93 00:00:00,A2M,Surface,1.0,4.6,22.0,24.0,-73.78333333333333,40.80166666666666
1558,08/23/93 00:00:00,A3,Surface,1.0,5.1,22.0,24.0,-73.755,40.84166666666667
1561,08/23/93 00:00:00,A4,Surface,1.0,6.5,22.0,24.0,-73.735,40.87638888888889
1564,08/23/93 00:00:00,H-D,Surface,1.0,5.2,23.0,25.0,-73.66000000000001,40.845
1567,08/23/93 00:00:00,H-C,Surface,1.0,5.8,22.0,25.0,-73.67500000000001,40.865
1570,08/23/93 00:00:00,H-C1,Surface,1.0,5.5,22.5,25.0,-73.69500000000001,40.88666666666666
1573,08/23/93 00:00:00,A5,Surface,1.0,5.3,22.0,25.0,-73.68666666666667,40.89833333333333
1576,08/23/93 00:00:00,H-B,Surface,1.0,5.2,22.5,25.0,-73.715,40.91333333333333
1579,08/23/93 00:00:00,H-A3,Surface,1.0,4.8,22.0,24.0,-73.72,40.92333333333333
1582,08/23/93 00:00:00,B1S,Surface,1.0,5.4,22.0,25.0,-73.66666666666667,40.94499999999999
1587,08/23/93 00:00:00,B2,Surface,1.0,5.5,22.0,25.0,-73.65333333333334,40.935
1592,08/23/93 00:00:00,B3M,Surface,1.0,5.6,22.0,25.0,-73.64500000000001,40.91999999999999
1595,08/23/93 00:00:00,B4,Surface,1.0,6.2,22.0,25.0,-73.635,40.90666666666667
1600,08/23/93 00:00:00,C1,Surface,1.0,5.6,22.0,25.0,-73.58,40.955
1605,08/23/93 00:00:00,C2,Surface,1.0,5.2,22.0,25.0,-73.5,40.985
1608,08/23/93 00:00:00,DI2,Surface,1.0,4.4,23.0,25.0,-73.76666666666667,40.89444444444445
1611,08/23/93 00:00:00,DI1,Surface,1.0,4.3,23.0,25.0,-73.77333333333333,40.8925
1616,08/30/93 00:00:00,A1,Surface,1.0,3.0,24.0,24.0,-73.82666666666667,40.80333333333333
1621,08/30/93 00:00:00,A2M,Surface,1.0,3.4,23.0,25.0,-73.78333333333333,40.80166666666666
1624,08/30/93 00:00:00,A3,Surface,1.0,4.6,23.0,25.0,-73.755,40.84166666666667
1627,08/30/93 00:00:00,A4,Surface,1.0,4.4,23.0,25.0,-73.735,40.87638888888889
1630,08/30/93 00:00:00,H-D,Surface,1.0,5.3,24.0,26.0,-73.66000000000001,40.845
1633,08/30/93 00:00:00,H-C,Surface,1.0,6.7,24.0,25.0,-73.67500000000001,40.865
1636,08/30/93 00:00:00,H-C1,Surface,1.0,6.8,24.0,25.0,-73.69500000000001,40.88666666666666
1639,08/30/93 00:00:00,A5,Surface,1.0,7.0,24.0,26.0,-73.68666666666667,40.89833333333333
1642,08/30/93 00:00:00,H-B,Surface,1.0,6.0,23.0,25.0,-73.715,40.91333333333333
1645,08/30/93 00:00:00,H-A3,Surface,1.0,6.8,23.5,25.0,-73.72,40.92333333333333
1648,08/30/93 00:00:00,B1S,Surface,1.0,6.6,23.0,26.0,-73.66666666666667,40.94499999999999
1653,08/30/93 00:00:00,B2,Surface,1.0,7.8,24.0,26.0,-73.65333333333334,40.935
1658,08/30/93 00:00:00,B3M,Surface,1.0,6.7,24.0,25.0,-73.64500000000001,40.91999999999999
1661,08/30/93 00:00:00,B4,Surface,1.0,7.8,24.0,25.5,-73.635,40.90666666666667
1666,08/30/93 00:00:00,C1,Surface,1.0,7.2,24.0,26.0,-73.58,40.955
1671,08/30/93 00:00:00,C2,Surface,1.0,6.6,24.0,26.0,-73.5,40.985
